yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
194702,15.43,0.7167,1.2000,-0.008307,-0.015166,0.0255,0.0312,0.0214,0.0021,0.0005,0.0038,0.000300,0.046446,0.045764,0.077771,0.597223,0.685858,0.017600,0.005700,-0.001600,0.000000,,0.030103,0.001364,,,0.001159422,,,,,,-1.685659,,,0.004007,0.000000,,,,,0.027212,0.313373,0.149026,0.841882,0.469344,,0.020330,,,,,,0.301130,,
194703,15.17,0.7200,1.2700,-0.015008,-0.017731,0.0255,0.0315,0.0213,0.0020,0.0067,0.0038,0.000300,0.047462,0.046662,0.083718,0.566929,0.741535,0.017500,0.006000,0.004700,0.018605,,0.031020,0.002411,,,0.00080364625,,,,,,-1.640393,,,0.005857,0.000000,,,,,-0.064580,0.329809,0.156243,0.833882,0.464884,,0.024704,,,,,,0.321467,,
194704,14.58,0.7333,1.3267,-0.039560,-0.040772,0.0253,0.0316,0.0217,-0.0037,0.0020,0.0038,0.000300,0.050297,0.048341,0.090992,0.552762,0.770042,0.017900,0.006300,0.005700,0.000000,,0.031346,0.002307,,,0.002775418,,,,,,-1.655777,,,-0.005962,0.000000,,,,,-0.027429,0.352621,0.178260,0.803012,0.447674,,0.029889,,,,,,0.351227,,
194705,14.45,0.7467,1.3833,-0.000990,-0.010470,0.0253,0.0317,0.0216,0.0033,0.0020,0.0038,0.000300,0.051672,0.051212,0.095732,0.539761,0.776366,0.017800,0.006400,-0.001300,0.000000,,0.025894,0.002545,,,0.0032286132,,,,,,-1.626800,,,-0.006044,0.000000,,,,,0.039859,0.362368,0.186267,0.796471,0.444028,,0.028030,,,,,,0.379457,,
194706,15.21,0.7600,1.4400,0.053991,0.050908,0.0255,0.0321,0.0216,0.0010,0.0004,0.0038,0.000300,0.049967,0.052595,0.094675,0.527778,0.741117,0.017800,0.006600,-0.000600,0.004566,,0.026473,0.001959,,,0.0038172362,,,,,,-1.612560,,,-0.010039,0.000000,,,,,0.041549,0.333764,0.194438,0.854211,0.465147,,0.028430,,,,,,0.346894,,
194707,15.76,0.7700,1.4767,0.039572,0.038369,0.0255,0.0318,0.0214,0.0063,0.0020,0.0066,0.000300,0.048858,0.050625,0.093697,0.521444,0.717327,0.014800,0.006300,-0.004300,0.009091,,0.020641,0.001977,,,0.0032049433,,,,,,-1.711321,,,-0.019909,0.000000,,,,,0.011736,0.327816,0.205300,0.895658,0.480573,,0.032304,,,,,,0.323599,,
194708,15.32,0.7800,1.5133,-0.023076,-0.029148,0.0256,0.0317,0.0210,0.0081,-0.0071,0.0075,0.000300,0.050914,0.049492,0.098781,0.515420,0.734694,0.013500,0.006100,-0.015200,0.013514,,0.023177,0.000824,,,0.0035721715,,,,,,-1.538620,,,-0.018016,0.000000,,,,,0.031440,0.354003,0.200880,0.938993,0.469213,,0.022845,,,,,,0.288687,,
194709,15.11,0.7900,1.5500,-0.009928,-0.013690,0.0261,0.0323,0.0213,-0.0044,-0.0131,0.0080,0.000600,0.052283,0.051567,0.102581,0.509677,0.740323,0.013300,0.006200,-0.008700,0.022222,,0.024059,0.001385,,,0.0043268967,,,,,,-1.570941,,,-0.014214,0.000000,,,,,0.049273,0.335518,0.198819,0.949906,0.465645,,0.027730,,,,,,0.285469,,
194710,15.43,0.8067,1.5700,0.020578,0.019353,0.0270,0.0335,0.0217,-0.0037,-0.0099,0.0085,0.000600,0.052279,0.053386,0.101750,0.513801,0.722733,0.013200,0.006500,-0.006200,0.000000,,0.023019,0.000870,,,0.0043136224,,,,,,-1.565503,,,-0.008552,0.000000,,,,,0.004139,0.337787,0.223495,0.973026,0.476979,,0.028400,,,,,,0.256950,,
194711,14.99,0.8233,1.5900,-0.017633,-0.029555,0.0277,0.0344,0.0229,-0.0174,-0.0098,0.0092,0.000600,0.054925,0.053359,0.106071,0.517819,0.731993,0.013700,0.006700,0.007600,0.004348,,0.025908,0.000476,,,0.004494506,,,,,,-1.488455,,,0.000818,0.000000,,,,,-0.052649,0.350913,0.233225,0.960717,0.470945,,0.023159,,,,,,0.230895,,
194712,15.30,0.8400,1.6100,0.030784,0.025273,0.0286,0.0352,0.0243,-0.0192,0.0024,0.0095,0.000800,0.054902,0.056037,0.105229,0.521739,0.725326,0.014800,0.006600,0.021600,0.012987,,0.025922,0.001107,,,0.0047609245,,,,,,-1.587991,,,0.000629,0.028000,,,,,0.044715,0.356385,0.233286,0.969548,0.475274,,0.039228,,,,,,0.200286,,
194801,14.69,0.8433,1.6433,-0.037743,-0.038905,0.0286,0.0352,0.0243,0.0020,0.0024,0.0097,0.000700,0.057409,0.055120,0.111867,0.513185,0.751888,0.014600,0.006600,0.000400,0.012821,,0.027765,0.001049,,,0.0043871624,,,,,,-1.512276,,,0.002302,0.000000,,,,,0.038547,0.342795,0.199742,0.935296,0.458483,,0.038914,,,,,,0.205305,,
194802,14.00,0.8467,1.6767,-0.040232,-0.047782,0.0285,0.0353,0.0241,0.0046,0.0039,0.0100,0.000700,0.060476,0.057636,0.119762,0.504969,0.787770,0.014100,0.006800,-0.000700,-0.008439,,0.029134,0.001756,,,0.0049033646,,,,,,-1.544749,,,0.000213,0.000000,,,,,-0.080470,0.316599,0.180922,0.892695,0.437600,,0.030306,,,,,,0.281767,,
194803,15.08,0.8500,1.7100,0.081440,0.077022,0.0283,0.0353,0.0241,0.0034,0.0115,0.0100,0.000900,0.056366,0.060714,0.113395,0.497076,0.841422,0.014100,0.007000,0.008100,-0.004255,,0.027187,0.002082,,,0.0058085148,,,,,,-1.550527,,,-0.015045,0.000000,,,,,0.093902,0.339368,0.189704,0.948354,0.464884,,0.037562,,,,,,0.335225,,
194804,15.48,0.8500,1.7600,0.030821,0.028537,0.0278,0.0347,0.0239,0.0045,0.0038,0.0100,0.000800,0.054910,0.056366,0.113695,0.482955,0.825993,0.013900,0.006900,-0.000700,0.017094,,0.027454,0.000552,,,0.0041501792,,,,,,-1.491541,,,-0.017108,0.000000,,,,,0.066864,0.330351,0.205616,0.966069,0.473568,,0.036490,,,,,,0.302442,,
194805,16.69,0.8500,1.8100,0.084014,0.077523,0.0276,0.0338,0.0231,0.0141,0.0008,0.0100,0.000800,0.050929,0.054910,0.108448,0.469613,0.781692,0.013100,0.006200,-0.013300,0.004202,,0.025578,0.001453,,,0.0044591399,,,,,,-1.636426,,,-0.004189,0.000000,,,,,0.079909,0.339533,0.195262,0.998325,0.500407,,0.037955,,,,,,0.218204,,
194806,16.74,0.8500,1.8600,0.007665,0.003687,0.0276,0.0334,0.0238,-0.0084,-0.0083,0.0100,0.000900,0.050777,0.050929,0.111111,0.456989,0.786974,0.013800,0.005800,0.000100,0.008368,,0.023894,0.000907,,,0.0031442365,,,,,,-1.629224,,,0.004789,0.000000,,,,,0.079557,0.323380,0.098673,0.980845,0.497049,,0.034080,,,,,,0.172457,,
194807,15.85,0.8567,1.9300,-0.052296,-0.053144,0.0281,0.0337,0.0241,-0.0021,-0.0052,0.0100,0.000800,0.054048,0.051175,0.121767,0.443869,0.822258,0.014100,0.005600,-0.003100,0.012448,,0.022179,0.002767,,,0.0029631757,,,,,,-1.619412,,,0.000844,0.000000,,,,,-0.124220,0.337517,0.094586,0.938755,0.475719,,0.025918,,,,,,0.309293,,
194808,15.97,0.8633,2.0000,0.015539,0.008123,0.0284,0.0344,0.0242,0.0001,0.0055,0.0106,0.000900,0.054060,0.054469,0.125235,0.431667,0.820538,0.013600,0.006000,0.005400,0.004098,,0.019227,0.001185,,,0.0028878628,,,,,,-1.506529,,,-0.006775,0.000000,,,,,-0.021697,0.346741,0.117232,0.940723,0.476716,,0.025236,,,,,,0.311664,,
194809,15.49,0.8700,2.0700,-0.027016,-0.031159,0.0284,0.0345,0.0242,0.0014,0.0024,0.0109,0.000400,0.056165,0.054477,0.133635,0.420290,0.836231,0.013300,0.006100,0.001000,0.000000,,0.019128,0.002396,,,0.0030531024,,,,,,-1.582650,,,-0.018110,0.000000,,,,,-0.033538,0.334399,0.133276,0.923069,0.467770,,0.024490,,,,,,0.390420,,
194810,16.54,0.8900,2.1433,0.070041,0.067023,0.0284,0.0350,0.0243,0.0007,0.0024,0.0112,0.000400,0.053809,0.057456,0.129585,0.415242,0.791906,0.013100,0.006600,0.001700,-0.004082,,0.018134,0.000828,,,0.0021893158,,,,,,-1.448042,,,-0.014645,0.000000,,,,,0.048133,0.343760,0.144352,0.974736,0.493953,,0.023782,,,,,,0.323692,,
194811,14.75,0.9100,2.2167,-0.098332,-0.109939,0.0284,0.0353,0.0239,0.0076,0.0085,0.0114,0.000400,0.061695,0.055018,0.150283,0.410526,0.870911,0.012500,0.006900,0.000900,-0.008197,,0.017792,0.006159,,,0.0023768242,,,,,,-1.635212,,,-0.031549,0.000000,,,,,-0.182249,0.336592,0.168246,0.886312,0.449143,,0.030835,,,,,,0.489131,,
194812,15.20,0.9300,2.2900,0.035952,0.029719,0.0279,0.0353,0.0237,0.0056,0.0131,0.0116,0.000400,0.061184,0.063051,0.150658,0.406114,0.840948,0.012100,0.007400,0.007500,-0.004132,,0.015015,0.000967,,,0.0016330103,,,,,,-1.451957,,,-0.044852,0.000000,,,,,0.069464,0.353007,0.230320,0.917892,0.465147,,0.036424,,,,,,0.437021,,
194901,15.22,0.9467,2.3200,0.002676,0.001377,0.0271,0.0346,0.0233,0.0082,0.0038,0.0117,0.001000,0.062199,0.062281,0.152431,0.408046,0.832403,0.011600,0.007500,-0.004400,-0.004149,,0.013298,0.001313,,,0.0017767354,,,,,,-1.435914,,,-0.058232,0.000000,,,,,0.055612,0.362671,0.191911,0.927314,0.469922,,0.032349,,,,,,0.425775,,
194902,14.62,0.9633,2.3500,-0.031639,-0.041472,0.0271,0.0345,0.0231,0.0049,0.0038,0.0117,0.000900,0.065891,0.063294,0.160739,0.409929,0.861551,0.011400,0.007400,-0.001100,-0.008333,,0.017219,0.001410,,,0.0021699988,,,,,,-1.421880,,,-0.071699,0.000000,,,,,-0.002651,0.372238,0.227295,0.895941,0.454023,,0.038618,,,,,,0.256009,,
194903,15.06,0.9800,2.3800,0.033981,0.029349,0.0270,0.0347,0.0227,0.0074,0.0007,0.0117,0.001000,0.065073,0.067031,0.158035,0.411765,0.901750,0.011000,0.007700,-0.006700,0.000000,,0.014659,0.001121,,,0.0027170669,,,,,,-1.425187,,,-0.094996,0.000000,,,,,0.037159,0.358257,0.206511,0.916856,0.464622,,0.043489,,,,,,0.284728,,
194904,14.74,0.9933,2.3867,-0.018691,-0.021717,0.0270,0.0345,0.0227,0.0011,0.0023,0.0117,0.000900,0.067390,0.065958,0.161918,0.416200,0.917500,0.011000,0.007500,0.001200,0.004202,,0.015289,0.000499,,,0.0036580641,,,,,,-1.339395,,,-0.104790,0.000000,,,,,-0.038526,0.376062,0.236859,0.901118,0.456647,,0.035217,,,,,,0.250997,,
194905,14.19,1.0067,2.3933,-0.029423,-0.037792,0.0271,0.0345,0.0227,0.0019,0.0038,0.0117,0.001000,0.070942,0.068295,0.168663,0.420615,0.948563,0.011000,0.007400,0.001900,-0.004184,,0.016901,0.001008,,,0.0034218573,,,,,,-1.338442,,,-0.122578,0.000000,,,,,-0.108629,0.381635,0.249786,0.871609,0.441693,,0.030411,,,,,,0.219350,,
194906,14.16,1.0200,2.4000,0.001744,-0.003269,0.0271,0.0347,0.0217,0.0167,0.0084,0.0117,0.001000,0.072034,0.071882,0.169492,0.425000,0.953888,0.010000,0.007600,-0.008300,0.004202,,0.016812,0.001698,,,0.0040919143,,,,,,-1.451211,,,-0.128472,0.000000,,,,,0.026433,0.375484,0.180205,0.873708,0.439227,,0.028473,,,,,,0.241388,,
194907,15.04,1.0267,2.3967,0.062732,0.061657,0.0267,0.0346,0.0216,0.0033,0.0099,0.0102,0.000900,0.068263,0.072505,0.159353,0.428374,0.907799,0.011400,0.007900,0.006600,-0.008368,,0.019511,0.000641,,,0.0036228094,,,,,,-1.340830,,,-0.134374,0.000000,,,,,0.049793,0.354690,0.161079,0.927066,0.461526,,0.031557,,,,,,0.260071,,
194908,15.22,1.0333,2.3933,0.021800,0.011738,0.0262,0.0340,0.0210,0.0111,0.0037,0.0104,0.000900,0.067893,0.068705,0.157249,0.431754,0.893877,0.010600,0.007800,-0.007400,0.004219,,0.019441,0.001074,,,0.0037216875,,,,,,-1.370677,,,-0.128301,0.000000,,,,,0.026581,0.377237,0.169919,0.941505,0.468715,,0.022994,,,,,,0.266193,,
194909,15.58,1.0400,2.3900,0.027415,0.024293,0.0260,0.0337,0.0212,-0.0011,0.0021,0.0107,0.000900,0.066752,0.068331,0.153402,0.435146,0.875021,0.010500,0.007700,0.003200,0.004202,,0.023343,0.001548,,,0.0026298133,,,,,,-1.470117,,,-0.122316,0.000000,,,,,-0.032101,0.355003,0.175012,0.961794,0.478815,,0.026178,,,,,,0.285387,,
194910,16.04,1.0733,2.3667,0.029780,0.028437,0.0261,0.0336,0.0212,0.0019,0.0067,0.0105,0.000900,0.066916,0.068892,0.147548,0.453519,0.842566,0.010700,0.007500,0.004800,-0.008368,,0.022233,0.000614,,,0.0029968918,,,,,,-1.405266,,,-0.164250,0.000000,,,,,0.010894,0.381519,0.129181,0.995692,0.497258,,0.041183,,,,,,0.293826,,
194911,16.06,1.1067,2.3433,0.020738,0.000482,0.0260,0.0335,0.0212,0.0021,0.0021,0.0108,0.000800,0.068908,0.068994,0.145911,0.472264,0.833725,0.010400,0.007500,0.000000,0.004219,,0.023643,0.000909,,,0.0040043923,,,,,,-1.395701,,,-0.141950,0.000000,,,,,0.026000,0.371196,0.165393,0.989820,0.502532,,0.037466,,,,,,0.267557,,
194912,16.76,1.1400,2.3200,0.050984,0.046034,0.0258,0.0331,0.0209,0.0052,-0.0145,0.0110,0.000900,0.068019,0.070984,0.138425,0.491379,0.796429,0.009900,0.007300,-0.019700,-0.008403,,0.027176,0.000473,,,0.004252018,,,,,,-1.444517,,,-0.128094,0.000000,,,,,0.037091,0.340426,0.178596,1.000000,0.526064,,0.037034,,,,,,0.170226,,
195001,17.05,1.1500,2.3367,0.019703,0.018245,0.0257,0.0324,0.0215,-0.0061,0.0037,0.0107,0.000900,0.067449,0.068616,0.137048,0.492153,0.791417,0.010800,0.006700,0.009800,-0.004237,,0.027102,0.000989,,,0.0044582231,,,,,,-1.518359,,,-0.114543,0.000000,,,,,0.012714,0.354661,0.146698,0.999059,0.529396,,0.046476,,,,,,0.190043,,
195002,17.22,1.1600,2.3533,0.019603,0.009975,0.0258,0.0324,0.0214,0.0021,0.0007,0.0112,0.000900,0.067364,0.068035,0.136663,0.492919,0.784998,0.010200,0.006600,-0.001400,0.000000,,0.025492,0.000426,,,0.0042464942,,,,,,-1.419808,,,-0.114582,0.000000,,,,,0.048840,0.376279,0.134776,0.994379,0.533725,,0.035501,,,,,,0.186788,,
195003,17.29,1.1700,2.3700,0.008185,0.003542,0.0258,0.0324,0.0215,0.0008,0.0022,0.0112,0.001000,0.067669,0.067944,0.137073,0.493671,0.825528,0.010300,0.006600,0.001400,0.004255,,0.029291,0.000624,,,0.00455264,,,,,,-1.453927,,,-0.086467,0.000000,,,,,-0.003878,0.377364,0.143813,0.982219,0.540572,,0.033742,,,,,,0.211920,,
195004,18.07,1.1800,2.4267,0.045887,0.044493,0.0260,0.0323,0.0214,0.0030,-0.0008,0.0115,0.000900,0.065302,0.068248,0.134293,0.486263,0.796497,0.009900,0.006300,-0.003800,0.000000,,0.026398,0.000714,,,0.0040222115,,,,,,-1.505993,,,-0.057539,0.000000,,,,,0.076666,0.375487,0.100948,0.991872,0.560275,,0.050808,,,,,,0.187397,,
195005,18.78,1.1900,2.4833,0.046902,0.037590,0.0261,0.0325,0.0213,0.0033,-0.0008,0.0116,0.001000,0.063365,0.065855,0.132233,0.479195,0.761346,0.009700,0.006400,-0.004100,0.004237,,0.028572,0.000641,,,0.0038032122,,,,,,-1.461148,,,-0.038371,0.000000,,,,,0.056630,0.341444,0.134581,1.000000,0.586143,,0.029955,,,,,,0.176637,,
195006,17.69,1.2000,2.5400,-0.054224,-0.057849,0.0262,0.0328,0.0216,-0.0025,0.0023,0.0115,0.001000,0.067835,0.063898,0.143584,0.472441,0.813447,0.010100,0.006600,0.004800,0.004219,,0.030397,0.005856,,,0.0041153743,,,,,,-1.632601,,,-0.012888,0.000000,,,,,-0.229023,0.323498,0.069907,0.915623,0.548600,,0.030506,,,,,,0.410089,,
195007,17.84,1.2433,2.6000,0.016981,0.015875,0.0265,0.0332,0.0214,0.0055,0.0069,0.0116,0.001000,0.069693,0.070284,0.145740,0.478204,0.812321,0.009800,0.006700,0.001400,0.012605,,0.030117,0.003110,,,0.0043203314,,,,,,-1.789856,,,0.015058,0.000000,,,,,0.016622,0.314608,0.048068,0.916893,0.549361,,0.073260,,,,,,0.447526,,
195008,18.42,1.2867,2.6600,0.048063,0.031526,0.0261,0.0323,0.0214,0.0014,0.0038,0.0120,0.001000,0.069852,0.072123,0.144408,0.483711,0.784341,0.009400,0.006200,0.002400,0.008299,,0.029551,0.001076,,,0.0044526781,,,,,,-1.521423,,,0.042034,0.000000,,,,,0.040673,0.323640,0.067069,0.949602,0.568959,,0.031163,,,,,,0.444289,,
195009,19.45,1.3300,2.7200,0.059466,0.056510,0.0264,0.0321,0.0220,-0.0072,-0.0039,0.0130,0.001000,0.068380,0.072204,0.139846,0.488971,0.751458,0.009000,0.005700,0.003300,0.004115,,0.025914,0.001318,,,0.0040318334,,,,,,-1.599360,,,0.031775,0.000000,,,,,0.009508,0.331812,0.087416,0.991155,0.593856,,0.024325,,,,,,0.323207,,
195010,19.53,1.3767,2.7600,0.005084,0.003425,0.0267,0.0322,0.0225,-0.0048,-0.0008,0.0131,0.001200,0.070490,0.070780,0.141321,0.498793,0.755966,0.009400,0.005500,0.004000,0.008197,,0.027341,0.001759,,,0.003975191,,,,,,-1.558099,,,0.034347,0.000000,,,,,-0.008137,0.332176,0.096986,0.970959,0.590314,,0.027109,,,,,,0.256066,,
195011,19.51,1.4233,2.8000,0.022430,-0.000073,0.0267,0.0322,0.0224,0.0035,0.0054,0.0136,0.001100,0.072954,0.072879,0.143516,0.508332,0.747364,0.008800,0.005500,0.001900,0.004065,,0.025540,0.002458,,,0.0048867653,,,,,,-1.623763,,,0.028911,0.000000,,,,,-0.098219,0.340166,0.097155,0.966577,0.597109,,0.031773,,,,,,0.355428,,
195012,20.41,1.4700,2.8400,0.055425,0.051025,0.0267,0.0320,0.0224,0.0016,0.0023,0.0134,0.001100,0.072024,0.075346,0.139147,0.517606,0.722538,0.009000,0.005300,0.000700,0.012146,,0.031358,0.002490,,,0.0056625153,,,,,,-1.717984,,,0.042527,0.000000,,,,,0.024319,0.332315,0.059735,0.999788,0.617625,,0.051567,,,,,,0.392238,,
195101,21.66,1.4867,2.8367,0.065105,0.063309,0.0266,0.0317,0.0221,0.0058,0.0019,0.0134,0.001300,0.068637,0.072840,0.130964,0.524090,0.683599,0.008700,0.005100,-0.003900,0.016000,,0.030045,0.001705,,,0.0056360733,,,,,,-1.657310,,,0.041832,0.000000,,,,,0.047508,0.321621,0.084455,0.996995,0.652806,,0.034829,,,,1.070281,,0.372748,,
195102,21.80,1.5033,2.8333,0.014546,0.004185,0.0266,0.0316,0.0228,-0.0074,-0.0044,0.0136,0.001000,0.068960,0.069406,0.129969,0.530588,0.674866,0.009200,0.005000,0.003000,0.011811,,0.031120,0.000651,,,0.0055102499,,,,,,-1.566079,,,0.044259,0.000000,,,,,0.001079,0.321259,0.064262,0.985687,0.661254,,0.034143,,,,1.070281,,0.301687,,
195103,21.40,1.5200,2.8300,-0.017484,-0.019706,0.0278,0.0323,0.0241,-0.0157,-0.0237,0.0140,0.001100,0.071028,0.069725,0.132243,0.537102,0.781395,0.010100,0.004500,-0.008000,0.003891,,0.032687,0.001228,,,0.0057490293,,,,,,-1.565707,,,0.045096,0.000000,,,,,0.014496,0.339152,0.089295,0.971921,0.652019,,0.027545,,,,1.070281,,0.279918,,
195104,22.43,1.5333,2.7933,0.049108,0.047903,0.0287,0.0335,0.0248,-0.0063,-0.0009,0.0147,0.001300,0.068361,0.071651,0.124535,0.548925,0.749431,0.010100,0.004800,0.005400,0.000000,,0.032092,0.000848,,,0.0044062337,,,,,,-1.521433,,,0.042828,0.000000,,,,,0.075546,0.324840,0.071707,1.000000,0.679828,,0.032362,,,,1.070281,,0.277641,,
195105,21.52,1.5467,2.7567,-0.029979,-0.040917,0.0289,0.0340,0.0254,-0.0069,-0.0015,0.0155,0.001200,0.071871,0.068955,0.128098,0.561065,0.777889,0.009900,0.005100,0.005400,0.003876,,0.030675,0.001407,,,0.0039686672,,,,,,-1.514028,,,0.035917,0.000000,,,,,0.045527,0.330337,0.130045,0.948771,0.654957,,0.035077,,,,1.070281,,0.301484,,
195106,20.96,1.5600,2.7200,-0.025848,-0.028186,0.0294,0.0349,0.0259,-0.0062,-0.0093,0.0145,0.001200,0.074427,0.072491,0.129771,0.573529,0.800363,0.011400,0.005500,-0.003100,0.000000,,0.036341,0.001137,,,0.0040645158,,,,,,-1.499954,,,0.027434,0.000000,,,,,-0.038999,0.347059,0.183311,0.922130,0.636566,,0.031787,,,,0.556520,,0.281842,,
195107,22.40,1.5467,2.6500,0.070935,0.070014,0.0294,0.0353,0.0252,0.0138,0.0205,0.0156,0.001300,0.069048,0.073792,0.118304,0.583649,0.753122,0.009600,0.005900,0.006700,0.000000,,0.032599,0.001408,,,0.0037154163,,,,,,-1.487713,,,0.007902,0.000000,,,,,0.038761,0.328363,0.178490,0.979972,0.676496,,0.028379,,,,0.799528,,0.283975,,
195108,23.28,1.5333,2.5800,0.050220,0.038396,0.0288,0.0350,0.0246,0.0099,0.0114,0.0162,0.001300,0.065865,0.068452,0.110825,0.594314,0.718594,0.008400,0.006200,0.001500,0.000000,,0.030321,0.000582,,,0.0039216119,,,,,,-1.479303,,,-0.005454,0.000000,,,,,0.098871,0.344478,0.158682,1.000000,0.709001,,0.037593,,,,0.807148,,0.234491,,
195109,23.26,1.5200,2.5100,0.002868,0.001195,0.0284,0.0346,0.0253,-0.0080,-0.0057,0.0163,0.001200,0.065348,0.065292,0.107911,0.605578,0.716182,0.009000,0.006200,0.002300,0.007722,,0.028800,0.000255,,,0.0039337103,,,,,,-1.518555,,,-0.002870,0.000000,,,,,0.006653,0.335150,0.176802,0.981148,0.711389,,0.021690,,,,0.562070,,0.178013,,
195110,22.94,1.4833,2.4867,-0.013321,-0.015088,0.0289,0.0350,0.0254,0.0010,-0.0145,0.0154,0.001600,0.064661,0.063772,0.108399,0.596513,0.740233,0.010000,0.006100,-0.015500,0.003831,,0.029144,0.001511,,,0.0038418979,,,,,,-1.553422,,,-0.008257,0.000000,,,,,0.026700,0.337324,0.136068,0.949271,0.688276,,0.024495,,,,-0.239467,,0.237728,,
195111,22.88,1.4467,2.4633,0.011388,-0.002574,0.0296,0.0356,0.0264,-0.0136,-0.0061,0.0156,0.001100,0.063229,0.063063,0.107663,0.587282,0.743292,0.010800,0.006000,0.007500,0.007634,,0.031621,0.001024,,,0.004017421,,,,,,-1.480302,,,-0.004120,0.000000,,,,,0.065487,0.336371,0.129904,0.945363,0.685442,,0.017934,,,,-0.504039,,0.273449,,
195112,23.77,1.4100,2.4400,0.041815,0.038467,0.0301,0.0361,0.0269,-0.0061,0.0058,0.0173,0.001200,0.059318,0.061626,0.102650,0.577869,0.721316,0.009600,0.006000,0.011900,0.003788,,0.036151,0.000427,,,0.0041468933,,,,,,-1.406022,,,-0.001612,0.000000,,,,,0.055199,0.342446,0.149564,0.974165,0.706325,,0.022217,,,,-0.504039,,0.278641,,
195201,24.14,1.4133,2.4267,0.017768,0.016303,0.0298,0.0359,0.0268,0.0028,0.0199,0.0157,0.001500,0.058547,0.059459,0.100525,0.582415,0.717426,0.011100,0.006100,0.017100,0.000000,,0.035151,0.000538,,,0.0035154761,,,,,,-1.413056,,,0.005533,0.000000,,,,,-0.042097,0.336631,0.151487,0.979448,0.710156,,0.019382,,,,-0.258961,,0.189927,,
195202,23.26,1.4167,2.4133,-0.025241,-0.035743,0.0293,0.0353,0.0269,0.0014,-0.0085,0.0154,0.001200,0.060906,0.058686,0.103755,0.587019,0.746693,0.011500,0.006000,-0.009900,-0.007547,,0.034872,0.000932,,,0.0036388713,,,,,,-1.419165,,,0.007948,0.000000,,,,,-0.010060,0.352522,0.138354,0.941057,0.682320,,0.026351,,,,-0.233286,,0.200230,,
195203,24.37,1.4200,2.4000,0.052805,0.050655,0.0296,0.0351,0.0263,0.0111,0.0076,0.0159,0.001100,0.058268,0.061049,0.098482,0.591667,0.751874,0.010400,0.005500,-0.003500,0.000000,,0.032094,0.000632,,,0.0033227299,,,,,,-1.363832,,,0.007256,0.000000,,,,,0.078591,0.345877,0.152457,0.974997,0.706929,,0.028746,,,,0.535913,,0.203362,,
195204,23.32,1.4300,2.3800,-0.041423,-0.043268,0.0293,0.0350,0.0254,0.0171,-0.0004,0.0157,0.001200,0.061321,0.058679,0.102058,0.600840,0.786399,0.009700,0.005700,-0.017500,0.003802,,0.033231,0.000808,,,0.0038390162,,,,,,-1.403766,,,-0.005795,0.000000,,,,,0.001545,0.345624,0.156647,0.932192,0.675893,,0.023187,,,,-0.232173,,0.242482,,
195205,23.86,1.4400,2.3600,0.033698,0.023274,0.0293,0.0349,0.0257,-0.0033,0.0031,0.0167,0.001300,0.060352,0.061750,0.098910,0.610169,0.770518,0.009000,0.005600,0.006400,0.000000,,0.032149,0.000526,,,0.004511025,,,,,,-1.360118,,,-0.018923,0.000000,,,,,0.066273,0.370639,0.157549,0.951406,0.689823,,0.024773,,,,0.800485,,0.208708,,
195206,24.96,1.4500,2.3400,0.047832,0.045795,0.0294,0.0350,0.0259,0.0003,0.0016,0.0170,0.001500,0.058093,0.060771,0.093750,0.619658,0.738715,0.008900,0.005600,0.001300,0.003788,,0.027731,0.000325,,,0.0044307208,,,,,,-1.354492,,,-0.032135,0.000000,,,,,0.027576,0.351732,0.149092,0.992365,0.719521,,0.028235,,,,1.070281,,0.200112,,
195207,25.40,1.4500,2.3467,0.019129,0.017659,0.0295,0.0350,0.0261,-0.0020,0.0016,0.0181,0.001500,0.057087,0.058093,0.092389,0.617897,0.724710,0.008000,0.005500,0.003600,0.007547,,0.027923,0.000345,,,0.0041125604,,,,,,-1.340584,,,-0.051847,0.000000,,,,,0.021640,0.365438,0.140839,1.000000,0.733426,,0.015389,,,,1.070281,,0.135655,,
195208,25.03,1.4500,2.3533,-0.005674,-0.015007,0.0294,0.0351,0.0267,-0.0070,0.0063,0.0183,0.001500,0.057930,0.057087,0.094020,0.616148,0.736620,0.008400,0.005700,0.013300,0.000000,,0.028043,0.000290,,,0.003761577,,,,,,-1.313110,,,0.006723,0.000000,,,,,-0.006077,0.381311,0.147187,0.981269,0.721568,,0.020154,,,,1.070281,,0.122728,,
195209,24.54,1.4500,2.3600,-0.018085,-0.020098,0.0295,0.0352,0.0277,-0.0130,-0.0018,0.0171,0.001600,0.059087,0.057930,0.096170,0.614407,0.748679,0.010600,0.005700,0.011200,0.000000,,0.031038,0.000441,,,0.0035043688,,,,,,-1.355432,,,0.038583,0.000000,,,,,-0.048470,0.345289,0.156234,0.965464,0.709946,,0.024913,,,,0.825204,,0.170016,,
