yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
197712,95.10,4.6700,10.8900,0.005570,0.003637,0.0819,0.0899,0.0803,-0.0168,-0.0105,0.0607,0.004900,0.049106,0.049246,0.114511,0.428834,0.960333,0.019600,0.008000,0.006300,0.003231,,0.030475,0.000627,,,-0.0018338899,,,,,,-1.456428,,,0.044088,0.000000,,,-0.480381,0.057818,0.017050,0.472279,-0.069096,0.831378,0.790311,-2.241171,0.018067,,,,-2.422314,,0.296701,-0.639973,
197801,89.25,4.7133,10.9000,-0.060643,-0.062611,0.0841,0.0917,0.0816,-0.0080,-0.0089,0.0644,0.004900,0.052810,0.049562,0.122129,0.432416,1.036731,0.017200,0.007600,-0.000900,0.006441,,0.028814,0.000908,,,-0.0018933608,,,,,,-1.475499,,,0.026795,0.000000,,,-0.481300,0.028002,0.014396,0.456341,-0.100088,0.795372,0.732072,-2.179269,0.025674,,,,-2.667391,,0.311681,-0.795473,
197802,87.04,4.7567,10.9100,-0.016260,-0.024938,0.0847,0.0920,0.0822,0.0004,0.0051,0.0645,0.004600,0.054649,0.053296,0.125345,0.435992,1.075567,0.017700,0.007300,0.004700,0.006400,,0.031169,0.000670,,,-0.001551213,,,,,,-1.440319,,,0.029780,0.000000,,,-0.493714,0.041075,-0.022725,0.460487,-0.110544,0.766653,0.705638,-2.153927,0.024486,,,,-2.667391,,0.252989,-0.536451,
197803,89.21,4.8000,10.9200,0.026925,0.024356,0.0847,0.0922,0.0831,-0.0021,0.0042,0.0629,0.005300,0.053806,0.055147,0.122408,0.439560,1.111493,0.020200,0.007500,0.006300,0.007949,,0.027570,0.000623,,,-0.0013817078,,,,,,-1.423713,,,0.046150,0.000000,,,-0.544276,0.074678,0.011892,0.446719,-0.129238,0.799105,0.720129,-2.177729,0.021918,,,,-2.422314,,0.243980,-0.500906,
197804,96.83,4.8367,11.0233,0.088964,0.087593,0.0856,0.0932,0.0838,-0.0005,-0.0023,0.0629,0.005400,0.049950,0.054217,0.113842,0.438768,1.005350,0.020900,0.007600,-0.001800,0.007886,,0.022946,0.001741,,,-0.0019860558,,,,,,-1.581604,,,0.063276,0.000000,,,-0.773269,0.057036,0.035623,0.422162,-0.130549,0.887518,0.796159,-2.251295,0.022585,,,,-0.810581,,0.288068,-0.316140,
197805,97.24,4.8733,11.1267,0.013719,0.004436,0.0869,0.0949,0.0852,-0.0058,-0.0108,0.0641,0.005100,0.050117,0.050329,0.114425,0.437985,1.001416,0.021100,0.008000,-0.005000,0.009390,,0.016559,0.001085,,,-0.0023334338,,,,,,-1.624520,,,0.065507,0.000000,,,-0.794895,0.071889,0.065812,0.411664,-0.152954,0.904173,0.799287,-2.248031,0.028060,,,,0.798626,,0.273333,-0.187045,
197806,95.53,4.9100,11.2300,-0.016578,-0.018953,0.0876,0.0960,0.0865,-0.0062,0.0023,0.0673,0.005400,0.051397,0.050494,0.117555,0.437222,1.027902,0.019200,0.008400,0.008500,0.010853,,0.016523,0.001027,,,-0.0018349394,,,,,,-1.616685,,,0.069346,0.000000,,,-0.860123,0.063022,0.045428,0.430848,0.025204,0.886866,0.778692,-2.222063,0.022236,,,,0.563853,,0.291889,-0.372678,
197807,100.68,4.9467,11.3433,0.056974,0.055121,0.0888,0.0960,0.0858,0.0143,0.0101,0.0701,0.005600,0.049133,0.051781,0.112667,0.436087,0.976260,0.015700,0.007200,-0.004200,0.007669,,0.014671,0.000850,,,-0.0015001826,,,,,,-1.591192,,,0.066063,0.000000,,,-0.808924,0.056855,0.090566,0.417844,0.029639,0.970271,0.819882,-2.266189,0.023460,,,,1.070281,,0.243716,-0.457079,
197808,103.29,4.9833,11.4567,0.033641,0.025563,0.0869,0.0948,0.0843,0.0218,0.0257,0.0708,0.005600,0.048246,0.049497,0.110918,0.434971,0.960060,0.013500,0.007900,0.003900,0.004566,,0.012003,0.001002,,,-0.0018316643,,,,,,-1.702044,,,0.067592,0.000000,,,-0.869462,0.066852,0.112230,0.417348,0.029502,0.974115,0.833717,-2.279716,0.036488,,,,1.070281,,0.236595,-0.567511,
197809,102.54,5.0200,11.5700,-0.005163,-0.007483,0.0869,0.0942,0.0860,-0.0106,-0.0048,0.0785,0.006200,0.048957,0.048601,0.112834,0.433881,0.972258,0.007500,0.007300,0.005800,0.007576,,0.012704,0.000948,,,-0.0025993048,,,,,,-1.676408,,,0.067387,0.000000,,,-0.928268,0.080431,0.042130,0.430205,0.023118,0.953819,0.823258,-2.262680,0.019204,,,,1.070281,,0.228139,-0.532492,
197810,93.15,5.0367,11.8233,-0.089570,-0.092269,0.0889,0.0959,0.0889,-0.0200,-0.0205,0.0799,0.006800,0.054071,0.049119,0.126928,0.425995,1.062275,0.009000,0.007000,-0.000500,0.009023,,0.014351,0.002100,,,-0.0018702195,,,,,,-1.790284,,,0.072535,0.000000,,,-0.890655,0.101894,-0.042560,0.410977,0.049786,0.872992,0.753494,-2.147008,0.053276,,,,0.278143,,0.288986,-0.550331,
197811,94.70,5.0533,12.0767,0.026771,0.017400,0.0903,0.0983,0.0877,0.0189,0.0134,0.0864,0.007000,0.053361,0.054249,0.127526,0.418436,1.053527,0.001300,0.008000,-0.005500,0.004471,,0.014089,0.003181,,,-0.0018611309,,,,,,-1.717703,,,0.077643,0.000000,,,-0.758473,0.087376,0.115040,0.401901,0.043074,0.880241,0.759751,-2.143869,0.029901,,,,-0.822656,,0.375523,-0.941636,
197812,96.11,5.0700,12.3300,0.016627,0.014264,0.0916,0.0994,0.0898,-0.0130,-0.0133,0.0908,0.007800,0.052752,0.053537,0.128291,0.411192,1.045701,-0.001000,0.007800,-0.000300,0.004451,,0.014851,0.001666,,,-0.0015481539,,,,,,-1.619367,,,0.080071,0.019529,,,-0.857035,0.046895,0.020812,0.434810,0.058789,0.886829,0.765437,-2.139727,0.022562,,,,-0.308266,,0.399897,-0.718801,
197901,99.93,5.1133,12.6533,0.042697,0.040161,0.0925,0.1013,0.0886,0.0191,0.0184,0.0935,0.007700,0.051169,0.053203,0.126622,0.404110,1.003074,-0.004900,0.008800,-0.000700,0.008863,,0.014388,0.001001,,,-0.0018498194,,,,,,-1.623825,,,0.072123,0.054822,,,-0.995302,0.059849,-0.000378,0.417336,0.035357,0.924516,0.797965,-2.153647,0.032522,,,,0.515300,,0.365192,-1.217748,
197902,96.28,5.1567,12.9767,-0.028649,-0.036958,0.0926,0.1008,0.0908,-0.0135,-0.0128,0.0932,0.007300,0.053559,0.051603,0.134781,0.397379,1.040775,-0.002400,0.008200,0.000700,0.011713,,0.012228,0.000814,,,-0.0013147274,,,,,,-1.544571,,,0.074685,-0.007514,,,-0.864169,0.088008,-0.056027,0.431050,0.029142,0.891026,0.769060,-2.091200,0.015968,,,,-0.020555,,0.300284,-1.200328,
197903,101.59,5.2000,13.3000,0.057361,0.054825,0.0937,0.1026,0.0902,0.0129,0.0106,0.0948,0.008100,0.051186,0.054009,0.130918,0.390977,1.033079,-0.004600,0.008900,-0.002300,0.010130,,0.011670,0.000801,,,-0.001349922,,,,,,-1.539884,,,0.075138,0.045426,,,-0.723117,0.092019,0.048184,0.422999,0.017016,0.949809,0.819797,-2.120459,0.028497,,,,1.070281,,0.255361,-1.114717,
197904,101.76,5.2467,13.5267,0.004183,0.002218,0.0938,0.1033,0.0922,-0.0112,-0.0052,0.0946,0.008000,0.051559,0.051646,0.132927,0.387875,1.041876,-0.002400,0.009500,0.006000,0.011461,,0.011570,0.000647,,,-0.0015582344,,,,,,-1.544733,,,0.060595,0.130960,,,-0.585821,0.064091,0.029906,0.434356,0.021860,0.941789,0.812874,-2.105779,0.022629,,,,1.070281,,0.254999,-1.061848,
197905,99.08,5.2933,13.7533,-0.016818,-0.026303,0.0950,0.1047,0.0903,0.0261,0.0228,0.0961,0.008200,0.053425,0.052018,0.138810,0.384877,1.083142,-0.005800,0.009700,-0.003300,0.012748,,0.014183,0.000924,,,-0.0014325784,,,,,,-1.561029,,,0.066955,0.121665,,,-0.601330,0.030211,0.014467,0.453600,0.033727,0.905909,0.781905,-2.063117,0.018415,,,,0.800769,,0.243949,-1.214185,
197906,102.91,5.3400,13.9800,0.040324,0.037792,0.0929,0.1038,0.0877,0.0311,0.0269,0.0906,0.008100,0.051890,0.053896,0.135847,0.381974,1.057864,-0.002900,0.010900,-0.004200,0.011189,,0.012068,0.000571,,,-0.0013276842,,,,,,-1.567713,,,0.064507,0.219791,,,-0.740128,0.056446,0.042553,0.441313,0.042625,0.927556,0.800590,-2.081579,0.027756,,,,1.070281,,0.222478,-0.943575,
197907,103.81,5.3967,14.1967,0.012051,0.009737,0.0920,0.1029,0.0895,-0.0085,-0.0031,0.0924,0.007700,0.051986,0.052441,0.136757,0.380136,1.052314,-0.002900,0.010900,0.005400,0.011065,,0.009678,0.000708,,,-0.00095407572,,,,,,-1.552220,,,0.060371,0.079173,,,-0.803172,0.022482,0.076125,0.447666,0.037689,0.932448,0.804811,-2.075272,0.020035,,,,1.070281,,0.219634,-1.067773,
197908,109.32,5.4533,14.4133,0.061865,0.053222,0.0923,0.1035,0.0907,-0.0035,0.0006,0.0952,0.007700,0.049884,0.052532,0.131845,0.378354,1.003459,-0.004500,0.011200,0.004100,0.009576,,0.011569,0.000506,,,-0.001171412,,,,,,-1.590073,,,0.051342,0.085291,,,-0.767173,0.014189,0.092176,0.428809,0.044284,0.977846,0.843995,-2.112581,0.021519,,,,1.070281,,0.172848,-0.927320,
197909,109.32,5.5100,14.6300,0.001416,-0.000872,0.0944,0.1054,0.0927,-0.0122,-0.0179,0.1026,0.008300,0.050402,0.050402,0.133827,0.376623,1.013795,-0.009900,0.011000,-0.005700,0.010840,,0.009404,0.001233,,,-0.0014195561,,,,,,-1.639562,,,0.048782,0.054945,,,-0.804907,0.047644,0.047942,0.428869,0.047674,0.974662,0.835390,-2.100406,0.020519,,,,1.070281,,0.213897,-1.147440,
197910,101.82,5.5567,14.7067,-0.065560,-0.068517,0.1013,0.1140,0.1034,-0.0841,-0.0890,0.1170,0.008700,0.054573,0.050829,0.144438,0.377833,1.091946,-0.013600,0.012700,-0.004900,0.008043,,0.010210,0.002589,,,-0.0012554812,,,,,,-1.757451,,,0.053116,0.059975,,,-0.932415,0.025770,-0.007767,0.415962,0.043880,0.908747,0.775601,-2.032937,0.026188,,,,0.801597,,0.304806,-0.862003,
197911,106.16,5.6033,14.7833,0.052777,0.043570,0.1076,0.1199,0.1009,0.0311,0.0222,0.1179,0.009900,0.052782,0.055032,0.139255,0.379031,1.083115,-0.017000,0.012300,-0.008900,0.009309,,0.010779,0.001558,,,-0.00084450892,,,,,,-1.634635,,,0.048976,0.083383,,,-0.821293,0.024342,0.071469,0.438058,0.059624,0.916155,0.781925,-2.072651,0.029878,,,,1.070281,,0.342111,-1.141165,
197912,107.94,5.6500,14.8600,0.018340,0.015892,0.1074,0.1206,0.1012,0.0057,-0.0108,0.1204,0.009500,0.052344,0.053222,0.137669,0.380215,1.061950,-0.019200,0.013200,-0.016500,0.010540,,0.010514,0.000470,,,-0.00037113093,,,,,,-1.581634,,,0.047137,0.044805,,,-0.648202,0.028113,0.048376,0.432008,0.043950,0.934415,0.797509,-2.081752,0.030403,,,,1.070281,,0.315897,-0.860136,
198001,114.16,5.7000,15.0033,0.061308,0.058935,0.1109,0.1242,0.1114,-0.0741,-0.0645,0.1200,0.008000,0.049930,0.052807,0.131423,0.379916,1.016955,-0.008600,0.013300,0.009600,0.014342,,0.011297,0.001906,,,-0.000295125,,,,,,-1.759843,,,0.050010,-0.029992,,,-0.544316,0.050627,0.059338,0.411085,0.017646,0.975758,0.832795,-2.131887,0.038715,,,,1.070281,,0.219987,-0.806507,
198002,113.66,5.7500,15.1467,0.002611,-0.005574,0.1238,0.1357,0.1186,-0.0467,-0.0665,0.1286,0.008900,0.050589,0.050368,0.133263,0.379621,1.031930,-0.010000,0.011900,-0.019800,0.014139,,0.010827,0.001898,,,-0.00082116833,,,,,,-1.714620,,,0.047968,0.027394,,,-0.379664,0.034311,0.092813,0.415178,0.000499,0.954970,0.820709,-2.132412,0.030593,,,,1.070281,,0.193323,-0.608260,
198003,102.09,5.8000,15.2900,-0.097518,-0.100096,0.1296,0.1445,0.1239,-0.0315,-0.0062,0.1520,0.012100,0.056813,0.051029,0.149770,0.379333,1.093732,-0.028100,0.014900,0.025300,0.015209,,0.011877,0.004622,,,-0.00048460839,,,,,,-1.874642,,,0.041212,0.050950,,,-0.346703,0.034523,0.123957,0.414085,0.035580,0.869346,0.747124,-2.018659,0.040308,,,,0.008631,,0.270870,-0.810626,
198004,106.29,5.8467,15.1733,0.042394,0.039877,0.1204,0.1419,0.1076,0.1523,0.1376,0.1320,0.012600,0.055007,0.057270,0.142754,0.385326,1.051820,-0.024400,0.021500,-0.014700,0.011236,,0.015347,0.002746,,,-0.00026500098,,,,,,-1.712616,,,0.018831,-0.007787,,,-0.278003,0.002946,0.109108,0.418707,0.050195,0.903987,0.776895,-2.055219,0.027197,,,,-0.314988,,0.303901,-1.276533,
198005,111.24,5.8933,15.0567,0.055560,0.046651,0.1099,0.1317,0.1037,0.0419,0.0560,0.0858,0.008100,0.052979,0.055446,0.135353,0.391409,1.010049,0.017900,0.021800,0.014100,0.009877,,0.015052,0.001510,,,-0.0001539688,,,,,,-1.667769,,,-0.008533,0.000000,,,-0.311105,-0.047017,0.017424,0.422074,0.052154,0.941372,0.809023,-2.096812,0.024898,,,,0.524362,,0.323659,-1.298070,
198006,114.24,5.9400,14.9400,0.029722,0.026895,0.1058,0.1271,0.1006,0.0359,0.0341,0.0707,0.006100,0.051996,0.053398,0.130777,0.397590,0.990183,0.029900,0.021300,-0.001800,0.011002,,0.015304,0.001371,,,0.00042031331,,,,,,-1.615298,,,-0.024015,0.000000,,,-0.227374,-0.010112,0.002581,0.429452,0.091135,0.960258,0.825254,-2.127567,0.019642,,,,1.070281,,0.267384,-1.007806,
198007,121.67,5.9833,14.8400,0.068200,0.065630,0.1107,0.1265,0.1074,-0.0476,-0.0429,0.0806,0.005300,0.049177,0.052375,0.121969,0.403189,0.918830,0.026800,0.015800,0.004700,0.000000,,0.020154,0.001363,,,0.00074901051,,,,,,-1.690706,,,-0.033695,-0.013924,,,-0.204253,0.050237,0.048303,0.397039,0.105879,0.999081,0.889341,-2.201567,0.040203,,,,1.070281,,0.217245,-0.960571,
198008,122.38,6.0267,14.7400,0.013454,0.006030,0.1164,0.1315,0.1140,-0.0432,-0.0445,0.0913,0.006400,0.049246,0.049533,0.120445,0.408865,0.921520,0.022700,0.015100,-0.001300,0.007255,,0.019950,0.001708,,,0.00081825021,,,,,,-1.750186,,,-0.032959,-0.044416,,,-0.284131,0.024475,0.048715,0.388425,0.086911,0.964695,0.886745,-2.221827,0.033514,,,,1.070281,,0.242396,-0.759557,
198009,125.46,6.0700,14.6400,0.027935,0.025155,0.1202,0.1370,0.1185,-0.0262,-0.0237,0.1027,0.007500,0.048382,0.049600,0.116691,0.414617,0.921688,0.015800,0.016800,0.002500,0.008403,,0.023796,0.002657,,,0.00076540271,,,,,,-1.847600,,,-0.018867,-0.039495,,,-0.248000,0.048738,0.016335,0.401917,0.102992,0.956750,0.886584,-2.257174,0.025336,,,,1.070281,,0.288998,-0.683342,
198010,127.47,6.1000,14.7000,0.017809,0.014742,0.1231,0.1423,0.1231,-0.0263,-0.0159,0.1162,0.009500,0.047854,0.048621,0.115321,0.414966,0.929594,0.006900,0.019200,0.010400,0.009524,,0.022769,0.002191,,,0.0014456625,,,,,,-1.723168,,,-0.008733,0.006993,,,-0.287342,0.043817,0.042816,0.413596,0.114433,0.948613,0.879043,-2.271128,0.030150,,,,1.070281,,0.308271,-0.552733,
198011,140.52,6.1300,14.7600,0.109910,0.103015,0.1297,0.1464,0.1230,0.0100,0.0017,0.1373,0.009600,0.043624,0.048090,0.105038,0.415312,0.865162,-0.014300,0.016700,-0.008300,0.008255,,0.021949,0.002419,,,0.0013118477,,,,,,-1.814037,,,0.005368,0.008056,,,-0.282991,0.011396,0.054806,0.406963,0.111955,0.993171,0.944509,-2.372811,0.054986,,,,1.070281,,0.304275,-0.612638,
198012,135.76,6.1600,14.8200,-0.030634,-0.033006,0.1321,0.1514,0.1199,0.0352,0.0248,0.1549,0.013100,0.045374,0.043837,0.109163,0.415655,0.891503,-0.035000,0.019300,-0.010400,0.009357,,0.026816,0.002952,,,0.0010201575,,,,,,-1.805088,,,0.009438,0.032791,,,-0.359992,0.046180,0.059787,0.407269,0.111248,0.963826,0.916602,-2.335712,0.028116,,,,1.070281,,0.284604,-0.278016,
198101,129.55,6.2000,14.7400,-0.043370,-0.045036,0.1281,0.1503,0.1211,-0.0115,-0.0130,0.1502,0.010400,0.047858,0.045669,0.113778,0.420624,0.907239,-0.029100,0.022200,-0.001500,0.008111,,0.028695,0.001597,,,0.00071058594,,,,,,-1.768998,,,0.000744,0.017076,,,-0.554938,0.010140,0.034572,0.396543,0.103850,0.942848,0.900704,-2.291907,0.038256,,,,1.070281,,0.270808,-0.886853,
198102,131.27,6.2400,14.6600,0.021267,0.013492,0.1335,0.1537,0.1283,-0.0435,-0.0269,0.1479,0.010700,0.047536,0.048167,0.111678,0.425648,0.881816,-0.019600,0.020200,0.016600,0.010345,,0.030009,0.001531,,,0.0007315691,,,,,,-1.693743,,,-0.005874,-0.003148,,,-0.695369,0.004525,0.091126,0.408764,0.104623,0.970031,0.926671,-2.316031,0.026116,,,,1.070281,,0.266364,-0.958878,
198103,136.00,6.2800,14.5800,0.038285,0.035426,0.1333,0.1534,0.1248,0.0384,0.0311,0.1336,0.012100,0.046176,0.047840,0.107206,0.430727,0.924921,-0.008800,0.020100,-0.007300,0.006826,,0.027939,0.002076,,,0.0004488745,,,,,,-1.757784,,,-0.003224,0.000000,,,-0.771293,0.011287,0.094171,0.393878,0.098164,0.988820,0.954521,-2.356283,0.029614,,,,1.070281,,0.246866,-0.829492,
198104,132.81,6.3167,14.7233,-0.020211,-0.021967,0.1388,0.1556,0.1332,-0.0518,-0.0769,0.1369,0.010800,0.047562,0.046446,0.110860,0.429025,0.930594,-0.003700,0.016800,-0.025100,0.006780,,0.027352,0.000832,,,0.00041584798,,,,,,-1.802443,,,-0.009872,-0.019211,,,-0.789512,0.021079,0.043850,0.396878,0.093965,0.974318,0.948702,-2.327706,0.030995,,,,1.070281,,0.210449,-0.802644,
198105,132.59,6.3533,14.8667,0.006539,-0.001124,0.1432,0.1595,0.1265,0.0622,0.0595,0.1630,0.011500,0.047917,0.047838,0.112125,0.427353,0.936224,-0.036500,0.016300,-0.002700,0.007856,,0.028845,0.000922,,,-0.00000031830472,,,,,,-1.743306,,,-0.006637,-0.040783,,,-0.782174,0.013978,0.024204,0.409155,0.072314,0.968459,0.942997,-2.320043,0.025579,,,,0.293463,,0.183648,-0.710926,
198106,131.21,6.3900,15.0100,-0.008255,-0.011180,0.1375,0.1580,0.1304,-0.0179,0.0023,0.1473,0.013500,0.048701,0.048194,0.114397,0.425716,0.950475,-0.016900,0.020500,0.020200,0.008909,,0.027893,0.000996,,,-0.000057027074,,,,,,-1.790162,,,-0.003818,-0.003077,,,-0.735076,0.004356,0.027891,0.415783,0.016516,0.953938,0.928858,-2.294451,0.035876,,,,-1.327705,,0.150536,-0.904226,
198107,130.92,6.4333,15.0967,0.000714,-0.000946,0.1438,0.1617,0.1370,-0.0353,-0.0372,0.1495,0.012400,0.049139,0.049031,0.115312,0.426141,0.974967,-0.012500,0.017900,-0.001900,0.011038,,0.025590,0.001103,,,-0.000324294,,,,,,-1.665647,,,0.000146,-0.021605,,,-0.599971,0.015980,0.056196,0.422133,0.028262,0.929974,0.905524,-2.293592,0.023718,,,,-1.889307,,0.169733,-1.008160,
198108,122.79,6.4767,15.1833,-0.055540,-0.063659,0.1489,0.1634,0.1445,-0.0386,-0.0345,0.1551,0.012800,0.052746,0.049470,0.123653,0.426565,1.053354,-0.010600,0.014500,0.004100,0.007642,,0.026992,0.001825,,,-0.00080864017,,,,,,-1.669021,,,-0.003433,0.003728,,,-0.599627,-0.003930,-0.007472,0.444638,0.027933,0.860769,0.838138,-2.229520,0.027870,,,,-2.430475,,0.212913,-1.118138,
198109,116.18,6.5200,15.2700,-0.050466,-0.053500,0.1549,0.1692,0.1482,-0.0145,-0.0199,0.1470,0.012400,0.056120,0.053099,0.131434,0.426981,1.092379,0.001200,0.014300,-0.005400,0.009751,,0.021483,0.002761,,,-0.0005421827,,,,,,-1.749339,,,-0.010751,0.000000,,,-0.614744,0.004220,0.062642,0.438641,0.023095,0.830018,0.808196,-2.171791,0.030482,,,,-2.667391,,0.287651,-1.330958,
198110,121.89,6.5567,15.3000,0.052115,0.048694,0.1540,0.1711,0.1384,0.0829,0.0521,0.1354,0.012100,0.053792,0.056435,0.125523,0.428541,1.089086,0.003000,0.017100,-0.030800,0.002146,,0.014897,0.002078,,,-0.0008184993,,,,,,-1.686832,,,-0.020881,0.000000,,,-0.730593,-0.024435,0.121725,0.426907,0.034082,0.832528,0.810640,-2.216332,0.031793,,,,-2.667391,,0.312100,-1.156798,
198111,126.35,6.5933,15.3300,0.043827,0.035918,0.1422,0.1639,0.1220,0.1410,0.1267,0.1086,0.010700,0.052183,0.054092,0.121330,0.430093,1.044455,0.013400,0.021700,-0.014300,0.003212,,0.015673,0.001504,,,-0.0010171618,,,,,,-1.670903,,,-0.035031,0.000000,,,-0.753050,-0.027573,0.082094,0.424405,0.058350,0.868102,0.845279,-2.234907,0.025301,,,,-2.667391,,0.281397,-1.005515,
198112,122.55,6.6300,15.3600,-0.027059,-0.029745,0.1423,0.1655,0.1334,-0.0713,-0.0580,0.1085,0.008700,0.054100,0.052473,0.125337,0.431641,1.061143,0.024900,0.023200,0.013300,0.003202,,0.011910,0.000906,,,-0.0012794664,,,,,,-1.560065,,,-0.048325,0.000000,,,-0.771780,-0.042076,0.038265,0.460779,0.075877,0.854450,0.831986,-2.205321,0.019431,,,,-2.667391,,0.227757,-0.813527,3.863813
198201,120.40,6.6600,15.1767,-0.015367,-0.016874,0.1518,0.1710,0.1415,0.0046,-0.0129,0.1228,0.008000,0.055316,0.054345,0.126052,0.438831,1.065894,0.018700,0.019200,-0.017500,0.003191,,0.010700,0.002522,,,-0.001882769,,,,,,-1.639322,,,-0.071420,-0.008571,,,-0.691874,0.007686,0.125371,0.442136,0.076015,0.850642,0.828278,-2.207249,0.027089,,,,-2.667391,,0.253983,-0.940765,2.869741
198202,113.11,6.6900,14.9933,-0.050441,-0.059588,0.1527,0.1718,0.1402,0.0182,0.0312,0.1348,0.009200,0.059146,0.055565,0.132555,0.446199,1.126287,0.005400,0.019100,0.013000,0.003181,,0.010506,0.001918,,,-0.0020617645,,,,,,-1.569855,,,-0.053609,-0.032277,,,-0.638146,-0.017133,0.004193,0.459405,0.058166,0.805029,0.783864,-2.155550,0.032307,,,,-2.667391,,0.265820,-0.901421,2.672265
198203,111.96,6.7200,14.8100,-0.006805,-0.010463,0.1458,0.1682,0.1387,0.0231,0.0306,0.1268,0.009800,0.060021,0.059411,0.132279,0.453747,1.185751,0.011900,0.022400,0.007500,-0.001057,,0.005548,0.001795,,,-0.0018891454,,,,,,-1.582304,,,-0.062759,-0.031864,,,-0.521321,0.013740,0.006974,0.461747,0.050938,0.803447,0.782324,-2.152638,0.023995,,,,-2.667391,,0.250378,-0.960179,2.864128
198204,116.44,6.7500,14.5967,0.041550,0.040063,0.1446,0.1678,0.1348,0.0373,0.0338,0.1270,0.011300,0.057970,0.060289,0.125358,0.462433,1.149983,0.007800,0.023200,-0.003500,0.004233,,0.002924,0.001247,,,-0.0019337418,,,,,,-1.530121,,,-0.074328,-0.019686,,,-0.428810,-0.005696,0.023810,0.456377,0.046856,0.838309,0.806656,-2.206468,0.019832,,,,-2.667391,,0.222223,-0.652439,2.900871
198205,111.88,6.7800,14.3833,-0.029505,-0.039834,0.1426,0.1664,0.1358,0.0034,0.0245,0.1209,0.010600,0.060601,0.058227,0.128560,0.471380,1.190424,0.014900,0.023800,0.021100,0.009484,,-0.000958,0.000855,,,-0.0021173595,,,,,,-1.503550,,,-0.083448,0.004079,,,-0.328133,-0.053239,0.009310,0.477860,0.034564,0.809830,0.779253,-2.179048,0.021668,,,,-2.667391,,0.210113,-0.376647,3.120426
198206,109.61,6.8100,14.1700,-0.015779,-0.018934,0.1481,0.1692,0.1412,-0.0223,-0.0468,0.1247,0.009600,0.062129,0.060869,0.129277,0.480593,1.201581,0.016500,0.021100,-0.024500,0.012526,,0.001213,0.001490,,,-0.0021779315,,,,,,-1.522959,,,-0.088415,0.000000,,,-0.273283,-0.044384,0.029784,0.477303,0.084573,0.846475,0.772017,-2.179458,0.022588,,,,-2.667391,,0.234484,-0.626994,3.660741
198207,107.09,6.8233,13.9667,-0.020199,-0.022058,0.1461,0.1680,0.1352,0.0501,0.0540,0.1135,0.010500,0.063716,0.062251,0.130420,0.488543,1.206530,0.021700,0.021900,0.003900,0.005155,,-0.011552,0.000959,,,-0.0020625268,,,,,,-1.530351,,,-0.094241,0.000000,,,-0.385729,-0.030880,0.049312,0.468067,0.071232,0.847962,0.768850,-2.167583,0.021812,,,,-2.667391,,0.210510,-0.696991,3.688362
198208,119.51,6.8367,13.7633,0.127402,0.116647,0.1371,0.1632,0.1254,0.0781,0.0837,0.0868,0.007600,0.057206,0.063840,0.115164,0.496732,1.082424,0.038600,0.026100,0.005600,0.002051,,-0.002858,0.006416,,,-0.002222557,,,,,,-1.706773,,,-0.105678,0.000000,,,-0.264622,-0.054490,0.126294,0.453472,0.086742,1.000000,0.857003,-2.284143,0.031543,,,,-2.120330,,0.349626,-0.897491,3.846746
198209,120.42,6.8500,13.5600,0.010496,0.007717,0.1294,0.1563,0.1183,0.0618,0.0623,0.0792,0.005100,0.056884,0.057317,0.112606,0.505162,1.088536,0.039100,0.026900,0.000500,0.002047,,0.000551,0.002131,,,-0.0018631355,,,,,,-1.678611,,,-0.110634,0.010938,,,-0.279652,-0.019400,0.017141,0.445783,0.091791,0.958771,0.852192,-2.300221,0.025603,,,,-0.268388,,0.350190,-0.549391,3.513929
198210,133.71,6.8567,13.2533,0.113863,0.111235,0.1212,0.1473,0.1112,0.0634,0.0759,0.0771,0.005900,0.051280,0.056940,0.099120,0.517356,0.983745,0.034100,0.026100,0.012500,0.003064,,0.006558,0.006126,,,-0.0018347028,,,,,,-1.932144,,,-0.122672,0.023802,,,-0.138274,0.003570,-0.001080,0.423279,0.091218,0.956354,0.942969,-2.414976,0.028916,,,,1.070281,,0.403830,-0.408481,3.557442
198211,138.54,6.8633,12.9467,0.045754,0.037554,0.1168,0.1430,0.1125,-0.0002,0.0201,0.0807,0.006300,0.049540,0.051330,0.093451,0.530122,0.938727,0.031800,0.026200,0.020300,-0.002037,,0.000958,0.005492,,,-0.0018583802,,,,,,-1.968521,,,-0.128227,-0.014493,,,-0.150613,-0.023411,0.100458,0.434587,0.089083,0.975401,0.975401,-2.470616,0.036023,,,,1.070281,,0.401887,-0.467454,3.722962
