yyyyq,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
19704,92.15,3.1400,5.1300,0.106181,0.096088,0.0764,0.0912,0.0648,0.0584,0.0872,0.0487,0.015300,0.034075,0.036009,0.055670,0.612086,0.646426,0.016100,0.014800,0.028862,0.015306,,0.031462,0.002464,-0.028375,0.035649,0.001513,0.038668,,,,0.033194,-1.835202,,,0.011413,0.062305,,,0.194670,0.014812,0.022018,0.327495,0.241287,0.996342,0.843009,-2.950253,0.028295,,,,1.070281,,0.178821,,
19711,100.31,3.1100,5.2200,0.097999,0.089495,0.0721,0.0846,0.0593,0.0878,0.0408,0.0338,0.012175,0.031004,0.032145,0.052039,0.595785,0.633811,0.025500,0.012500,-0.047005,0.005025,,0.026399,0.001485,-0.036691,0.035565,0.002105,0.035902,,,,0.031872,-1.880026,,,0.007365,0.000000,,,0.090229,-0.005218,0.075323,0.312360,0.208321,0.986410,0.908778,-3.011203,0.031432,,,,1.070281,,0.115436,,
19712,99.70,3.1000,5.3200,0.000877,-0.006804,0.0764,0.0875,0.0641,-0.0443,-0.0290,0.0475,0.008450,0.031093,0.031115,0.053360,0.582707,0.643221,0.016600,0.011100,0.015283,0.015000,,0.027278,0.001771,-0.044526,0.035672,0.001378,0.029247,,,,0.031614,-1.826062,,,0.013529,0.000000,,,-0.163995,-0.041770,0.050367,0.346453,0.122213,0.937233,0.895483,-2.993855,0.030575,,,,1.070281,,0.153066,,
19713,98.34,3.0900,5.4300,-0.005543,-0.013226,0.0744,0.0859,0.0598,0.0717,0.0420,0.0469,0.011875,0.031422,0.031203,0.055217,0.569061,0.646085,0.012900,0.011500,-0.029643,0.004926,,0.027934,0.003494,-0.042579,0.035450,0.001167,0.020606,,,,0.031173,-1.740950,,,0.012275,0.000000,,,-0.162763,0.026645,0.050729,0.354584,0.148853,0.933079,0.891514,-2.956081,0.023744,,,,0.246615,,0.249676,,
19714,102.09,3.0700,5.7000,0.047251,0.038725,0.0725,0.0838,0.0597,0.0164,0.0542,0.0401,0.011725,0.030072,0.032663,0.055833,0.538596,0.643900,0.019600,0.011300,0.037803,0.007353,,0.034023,0.003711,-0.040851,0.035801,0.002254,0.005501,,,,0.030931,-1.880437,,,0.026830,0.000000,,,-0.260134,0.009137,0.047661,0.353345,0.169348,0.936245,0.894539,-2.942997,0.029720,,,,-1.352914,,0.244042,,
19721,107.20,3.0700,5.8100,0.057566,0.050083,0.0724,0.0824,0.0613,-0.0058,0.0098,0.0373,0.010025,0.028638,0.028807,0.054198,0.528399,0.645902,0.024000,0.010000,0.015558,0.007299,,0.031723,0.001324,-0.049053,0.036547,0.002240,0.012743,,,,0.030677,-1.816580,,,0.058991,0.000000,,,-0.249586,0.014181,0.028319,0.341869,0.147057,0.989357,0.945285,-2.974045,0.026232,,,,1.070281,,0.121596,,
19722,107.14,3.0700,5.9700,0.006903,-0.000339,0.0723,0.0820,0.0607,0.0231,0.0129,0.0391,0.009325,0.028654,0.028029,0.055721,0.514238,0.654015,0.021600,0.009700,-0.010157,0.007246,,0.034199,0.001518,-0.044723,0.036720,0.001541,0.024201,,,,0.030134,-1.677472,,,0.062988,0.000000,,,-0.449791,0.034120,0.068110,0.352835,0.152923,0.956530,0.933558,-2.946696,0.026873,,,,1.070281,,0.154161,,
19723,110.55,3.0800,6.1400,0.039381,0.032166,0.0722,0.0809,0.0606,0.0161,0.0134,0.0466,0.009775,0.027861,0.027725,0.055540,0.501629,0.637385,0.014000,0.008700,-0.002705,0.009592,,0.032870,0.001656,-0.040388,0.036827,0.000884,0.034537,,,,0.029474,-1.626262,,,0.074882,0.000000,,,-0.515442,0.065389,0.092552,0.377220,0.173876,0.979209,0.957916,-2.954087,0.019181,,,,1.070281,,0.147254,,
19724,118.05,3.1500,6.4200,0.076228,0.068423,0.0708,0.0793,0.0599,0.0226,0.0348,0.0507,0.011650,0.026684,0.026999,0.054384,0.490654,0.595675,0.009200,0.008500,0.012274,0.009501,,0.034203,0.001864,-0.053773,0.038139,0.000311,0.048819,,,,0.030320,-1.766004,,,0.102106,0.000000,,,-0.668543,0.055676,0.055137,0.373903,0.187903,0.984319,0.984319,-2.973350,0.024382,,,,1.070281,,0.170034,,
19731,111.52,3.1700,6.8000,-0.051042,-0.057556,0.0729,0.0803,0.0686,-0.0228,0.0014,0.0609,0.012675,0.028425,0.028385,0.060976,0.466176,0.676018,0.007700,0.007400,0.024171,0.018824,,0.036706,0.003338,-0.054031,0.039223,-0.000696,0.049344,,,,0.030913,-1.696877,,,0.115743,0.014245,,,-0.735432,0.100356,0.020261,0.405414,0.211337,0.904260,0.904260,-2.862226,0.029082,,,,-1.067246,,0.239291,1.003497,
19732,104.26,3.2200,7.2300,-0.058356,-0.065589,0.0737,0.0813,0.0710,-0.0080,-0.0034,0.0719,0.015225,0.030884,0.030681,0.069346,0.445367,0.720974,-0.000900,0.007600,0.004600,0.020785,,0.039013,0.006760,-0.054220,0.040111,0.000744,0.043172,,,,0.030034,-1.646309,,,0.113655,0.095491,,,-0.853315,0.071773,0.017210,0.407635,0.128492,0.847875,0.847875,-2.735372,0.025229,,,,-2.667391,,0.362191,0.840809,
19733,108.43,3.2700,7.6900,0.048837,0.040828,0.0763,0.0863,0.0703,0.0257,0.0214,0.0829,0.017975,0.030158,0.031367,0.070921,0.425228,0.678809,-0.012600,0.010000,-0.004302,0.022624,,0.034361,0.003898,-0.050646,0.040122,-0.000055,0.040727,,,,0.029402,-1.702888,,,0.115564,0.002433,,,-0.947300,0.065234,0.028113,0.385387,0.120842,0.900542,0.900542,-2.714683,0.027298,,,,-2.667391,,0.214100,0.351999,
19734,97.55,3.3800,8.1600,-0.090892,-0.099788,0.0768,0.0848,0.0726,-0.0054,-0.0078,0.0745,0.020725,0.034649,0.035223,0.083649,0.414216,0.755588,-0.001900,0.008000,-0.002345,0.022124,,0.013007,0.011073,-0.056054,0.039821,-0.000640,0.037373,,,,0.029542,-1.840513,,,0.116892,0.190252,,,-0.665398,0.062420,0.031604,0.394341,0.110016,0.809033,0.809033,-2.546347,0.048142,,,,-2.667391,,0.339224,0.067761,
19741,93.98,3.4400,8.3600,-0.027828,-0.036252,0.0801,0.0862,0.0783,-0.0396,-0.0350,0.0796,0.018625,0.036604,0.035751,0.088955,0.411483,0.815184,-0.001300,0.006100,0.004599,0.034632,,0.010400,0.006981,-0.053079,0.039200,-0.001167,0.010414,,,,0.030002,-1.592277,,,0.098911,-0.002381,,,-0.447813,0.074355,-0.018353,0.406463,0.089930,0.857780,0.805058,-2.489243,0.024239,,,,-2.667391,,0.294753,-0.279257,
19742,86.00,3.5000,8.7400,-0.075534,-0.084727,0.0847,0.0927,0.0812,-0.0089,-0.0518,0.0790,0.019900,0.040698,0.040101,0.101628,0.400458,0.860159,0.002200,0.008000,-0.042904,0.025105,,0.008028,0.006128,-0.048652,0.038584,-0.001692,-0.001551,,,,0.030751,-1.545857,,,0.093824,0.017323,,,-0.489170,0.079261,0.023111,0.408353,0.023406,0.812929,0.762965,-2.359130,0.022198,,,,-2.667391,,0.333689,-0.510553,
19743,63.54,3.5900,9.1100,-0.252154,-0.261496,0.0924,0.1018,0.0837,-0.0020,-0.0308,0.0806,0.019750,0.056500,0.049757,0.143374,0.394072,1.135440,0.003100,0.009400,-0.028782,0.032653,,0.005137,0.017520,-0.046385,0.037679,-0.001700,-0.009647,,,,0.029613,-1.639278,,,0.077034,-0.025000,,,-0.293092,0.055407,0.034627,0.411459,0.039953,0.615839,0.577988,-2.019628,0.035076,,,,-2.667391,,0.408496,-0.753586,
19744,68.56,3.6000,8.8900,0.094655,0.079750,0.0889,0.1063,0.0760,0.0983,0.0930,0.0715,0.020150,0.052509,0.051451,0.129667,0.404949,1.120018,0.004500,0.017400,-0.005332,0.025692,,0.008772,0.017413,-0.039329,0.036229,-0.000830,-0.009426,,,,0.028993,-1.434179,,,-0.004451,0.010682,,,-0.128378,-0.054358,0.056036,0.445862,0.119522,0.691115,0.585947,-2.114452,0.034625,,,,-2.667391,,0.394295,-1.129175,
19751,83.36,3.6700,8.4500,0.228211,0.214726,0.0867,0.1048,0.0824,0.0082,0.0476,0.0549,0.017875,0.044026,0.044981,0.101368,0.434320,0.972466,0.027500,0.018100,0.039349,0.015414,,0.020467,0.008599,-0.027847,0.033784,-0.000704,-0.009054,,,,0.030008,-1.645792,,,-0.060590,0.007276,,,-0.146246,-0.078512,0.002951,0.399176,0.100736,0.883012,0.730389,-2.363460,0.037973,,,,0.563853,,0.269813,-1.159519,
19752,95.19,3.7100,7.9600,0.154135,0.142725,0.0877,0.1062,0.0813,0.0319,0.0359,0.0534,0.013725,0.038975,0.040702,0.083622,0.466080,0.849839,0.027900,0.018500,0.004017,0.017078,,0.022962,0.005474,-0.027588,0.032684,-0.000805,-0.003337,,,,0.028288,-1.597787,,,-0.063409,0.000802,,,-0.385656,-0.063060,0.061466,0.403336,-0.082037,1.000000,0.835780,-2.557110,0.026667,,,,1.070281,,0.247512,-1.049575,
19753,83.87,3.7100,7.7600,-0.109806,-0.119036,0.0895,0.1061,0.0862,-0.0251,-0.0328,0.0642,0.013350,0.044235,0.042703,0.092524,0.478093,0.940948,0.022000,0.016600,-0.007700,0.018657,,0.027920,0.005892,-0.028984,0.032780,-0.001492,-0.002052,,,,0.029359,-1.467370,,,-0.038535,0.006395,,,-0.219296,-0.022406,-0.016121,0.430391,-0.096384,0.900285,0.754854,-2.461220,0.017894,,,,0.275802,,0.313485,-0.872299,
19754,90.19,3.6800,7.9600,0.085394,0.074249,0.0879,0.1056,0.0805,0.0765,0.0922,0.0544,0.016050,0.040803,0.040333,0.088258,0.462312,0.876339,0.026100,0.017700,0.015758,0.016484,,0.023712,0.004298,-0.028955,0.032916,-0.000465,-0.003010,,,,0.030733,-1.449344,,,-0.027525,-0.008895,,,-0.623483,-0.025556,-0.029856,0.469140,-0.072818,0.966659,0.810507,-2.504451,0.019802,,,,0.825204,,0.299889,-0.845477,
19761,102.77,3.6900,8.6600,0.150046,0.139583,0.0852,0.1012,0.0792,0.0321,0.0421,0.0500,0.013600,0.035905,0.037007,0.084266,0.426097,0.784031,0.029200,0.016000,0.010023,0.007207,,0.015072,0.004465,-0.031531,0.033357,-0.000439,0.000127,,,,0.031577,-1.632573,,,-0.010214,0.001509,,,-0.701140,0.024467,0.042371,0.420288,-0.109408,0.990329,0.950319,-2.548237,0.027132,,,,1.070281,,0.264634,-0.786978,
19762,104.28,3.7600,9.2500,0.025535,0.015516,0.0862,0.0989,0.0807,0.0065,0.0030,0.0541,0.012500,0.036057,0.037532,0.088703,0.406486,0.781428,0.026600,0.012700,-0.003441,0.016100,,0.018925,0.002915,-0.029687,0.033520,-0.001278,0.009812,,,,0.029748,-1.497507,,,-0.007910,0.011346,,,-0.594856,0.009430,0.079006,0.454632,0.042851,0.991850,0.953485,-2.498120,0.026110,,,,0.002027,,0.257172,-0.375278,
19763,105.24,3.8500,9.5500,0.018669,0.008972,0.0838,0.0940,0.0781,0.0440,0.0557,0.0508,0.013525,0.036583,0.037411,0.090745,0.403141,0.791363,0.027300,0.010200,0.011699,0.014085,,0.023783,0.002122,-0.028573,0.033963,-0.001457,0.011816,,,,0.028770,-1.442536,,,-0.000144,-0.005228,,,-0.444473,0.014342,0.022286,0.471169,0.057807,0.975759,0.941514,-2.472860,0.018600,,,,-0.504039,,0.223341,-1.006031,
19764,107.46,4.0500,9.9100,0.031402,0.020149,0.0798,0.0912,0.0721,0.0767,0.0752,0.0435,0.012700,0.037688,0.039667,0.092220,0.408678,0.779973,0.028600,0.011400,-0.001496,0.010417,,0.028567,0.002964,-0.023498,0.034312,-0.001123,0.018654,,,,0.027996,-1.523552,,,0.017560,0.005979,,,-0.340043,0.034653,0.044918,0.472058,0.060372,0.990008,0.955263,-2.450017,0.024714,,,,-0.504039,,0.274458,-1.004201,
19771,98.42,4.1900,10.0800,-0.076211,-0.085915,0.0810,0.0912,0.0772,-0.0348,-0.0231,0.0460,0.010875,0.042573,0.041976,0.102418,0.415675,0.868430,0.031200,0.010200,0.011663,0.022337,,0.030338,0.001696,-0.018846,0.035234,-0.001732,0.023263,,,,0.028585,-1.416922,,,0.031065,0.000000,,,-0.345312,0.012498,-0.025560,0.462356,0.030130,0.905734,0.873947,-2.350639,0.023397,,,,-2.667391,,0.176862,-0.841899,
19772,100.48,4.3600,10.4200,0.032654,0.020574,0.0795,0.0891,0.0754,0.0364,0.0386,0.0502,0.011500,0.043392,0.045360,0.103702,0.418426,0.871112,0.025200,0.009600,0.002157,0.020168,,0.031941,0.002183,-0.027694,0.035841,-0.001594,0.018553,,,,0.029113,-1.431245,,,0.048232,0.000000,,,-0.349129,0.044502,0.042003,0.459654,-0.048300,0.902945,0.871256,-2.336504,0.021007,,,,-2.667391,,0.248373,-0.852159,
19773,96.53,4.5000,10.7100,-0.028375,-0.039446,0.0792,0.0880,0.0764,0.0097,0.0109,0.0581,0.012550,0.046618,0.046502,0.110950,0.420168,0.942263,0.018300,0.008800,0.001140,0.011532,,0.032368,0.001640,-0.030921,0.036164,-0.001803,0.022332,,,,0.028645,-1.382219,,,0.046703,0.052003,,,-0.474351,0.044844,0.037879,0.452863,-0.054154,0.843189,0.805467,-2.269507,0.019047,,,,-2.667391,,0.192509,-1.040931,
19774,95.10,4.6700,10.8900,-0.001243,-0.014527,0.0819,0.0899,0.0803,-0.0169,-0.0082,0.0607,0.014525,0.049106,0.049246,0.114511,0.428834,0.960333,0.019600,0.008000,0.008638,0.011401,,0.030475,0.002740,-0.032389,0.036853,-0.001834,0.018961,,,,0.028266,-1.456428,,,0.044088,0.000000,,,-0.480381,0.057818,0.017050,0.472279,-0.069096,0.831378,0.790311,-2.241171,0.018067,,,,-2.422314,,0.296701,-0.639973,
19781,89.21,4.8000,10.9200,-0.051036,-0.063726,0.0847,0.0922,0.0831,-0.0097,0.0003,0.0629,0.015175,0.053806,0.055147,0.122408,0.439560,1.111493,0.020200,0.007500,0.010026,0.020934,,0.027570,0.002201,-0.026305,0.036740,-0.001382,0.015611,,,,0.027907,-1.423713,,,0.046150,0.000000,,,-0.544276,0.074678,0.011892,0.446719,-0.129238,0.799105,0.720129,-2.177729,0.021918,,,,-2.422314,,0.243980,-0.500906,
19782,95.53,4.9100,11.2300,0.085603,0.071713,0.0876,0.0960,0.0865,-0.0125,-0.0108,0.0673,0.015725,0.051397,0.050494,0.117555,0.437222,1.027902,0.019200,0.008400,0.001653,0.028391,,0.016523,0.003854,-0.025589,0.039128,-0.001835,0.009045,,,,0.031012,-1.616685,,,0.069346,0.000000,,,-0.860123,0.063022,0.045428,0.430848,0.025204,0.886866,0.778692,-2.222063,0.022236,,,,0.563853,,0.291889,-0.372678,
19783,102.54,5.0200,11.5700,0.086891,0.073996,0.0869,0.0942,0.0860,0.0254,0.0311,0.0785,0.016825,0.048957,0.048601,0.112834,0.433881,0.972258,0.007500,0.007300,0.005661,0.019939,,0.012704,0.002800,-0.029982,0.039892,-0.002599,0.003145,,,,0.031848,-1.676408,,,0.067387,0.000000,,,-0.928268,0.080431,0.042130,0.430205,0.023118,0.953819,0.823258,-2.262680,0.019204,,,,1.070281,,0.228139,-0.532492,
19784,96.11,5.0700,12.3300,-0.049654,-0.063301,0.0916,0.0994,0.0898,-0.0145,-0.0206,0.0908,0.019625,0.052752,0.053537,0.128291,0.411192,1.045701,-0.001000,0.007800,-0.006118,0.018045,,0.014851,0.006947,-0.032509,0.040576,-0.001548,-0.008904,,,,0.032046,-1.619367,,,0.080071,0.019529,,,-0.857035,0.046895,0.020812,0.434810,0.058789,0.886829,0.765437,-2.139727,0.022562,,,,-0.308266,,0.399897,-0.718801,
19791,101.59,5.2000,13.3000,0.070921,0.056638,0.0937,0.1026,0.0902,0.0183,0.0160,0.0948,0.022700,0.051186,0.054009,0.130918,0.390977,1.033079,-0.004600,0.008900,-0.002290,0.031019,,0.011670,0.002616,-0.032409,0.040873,-0.001350,-0.008107,,,,0.029908,-1.539884,,,0.075138,0.045426,,,-0.723117,0.092019,0.048184,0.422999,0.017016,0.949809,0.819797,-2.120459,0.028497,,,,1.070281,,0.255361,-1.114717,
19792,102.91,5.3400,13.9800,0.027106,0.012736,0.0929,0.1038,0.0877,0.0462,0.0449,0.0906,0.023700,0.051890,0.053896,0.135847,0.381974,1.057864,-0.002900,0.010900,-0.001310,0.035817,,0.012068,0.002143,-0.023262,0.040196,-0.001328,-0.000315,,,,0.031264,-1.567713,,,0.064507,0.219791,,,-0.740128,0.056446,0.042553,0.441313,0.042625,0.927556,0.800590,-2.081579,0.027756,,,,1.070281,,0.222478,-0.943575,
19793,109.32,5.5100,14.6300,0.076183,0.062550,0.0944,0.1054,0.0927,-0.0240,-0.0204,0.1026,0.022650,0.050402,0.050402,0.133827,0.376623,1.013795,-0.009900,0.011000,0.003667,0.031812,,0.009404,0.002447,-0.026852,0.040764,-0.001420,0.002993,,,,0.032171,-1.639562,,,0.048782,0.054945,,,-0.804907,0.047644,0.047942,0.428869,0.047674,0.974662,0.835390,-2.100406,0.020519,,,,1.070281,,0.213897,-1.147440,
19794,107.94,5.6500,14.8600,0.001799,-0.012484,0.1074,0.1206,0.1012,-0.0502,-0.0788,0.1204,0.025650,0.052344,0.053222,0.137669,0.380215,1.061950,-0.019200,0.013200,-0.028601,0.028150,,0.010514,0.004617,-0.020672,0.040241,-0.000371,0.011477,,,,0.032207,-1.581634,,,0.047137,0.044805,,,-0.648202,0.028113,0.048376,0.432008,0.043950,0.934415,0.797509,-2.081752,0.030403,,,,1.070281,,0.315897,-0.860136,
19801,102.09,5.8000,15.2900,-0.039688,-0.052372,0.1296,0.1445,0.1239,-0.1451,-0.1321,0.1520,0.030100,0.056813,0.051029,0.149770,0.379333,1.093732,-0.028100,0.014900,0.013018,0.044329,,0.011877,0.008426,-0.016062,0.040068,-0.000485,0.022712,,,,0.032932,-1.874642,,,0.041212,0.050950,,,-0.346703,0.034523,0.123957,0.414085,0.035580,0.869346,0.747124,-2.018659,0.040308,,,,0.008631,,0.270870,-0.810626,
19802,114.24,5.9400,14.9400,0.133013,0.117661,0.1058,0.1271,0.1006,0.2437,0.2423,0.0707,0.038000,0.051996,0.053398,0.130777,0.397590,0.990183,0.029900,0.021300,-0.001412,0.032459,,0.015304,0.005626,-0.018531,0.037649,0.000420,0.006229,,,,0.031538,-1.615298,,,-0.024015,0.000000,,,-0.227374,-0.010112,0.002581,0.429452,0.091135,0.960258,0.825254,-2.127567,0.019642,,,,1.070281,,0.267384,-1.007806,
19803,125.46,6.0700,14.6400,0.112813,0.099023,0.1202,0.1370,0.1185,-0.1126,-0.1072,0.1027,0.017675,0.048382,0.049600,0.116691,0.414617,0.921688,0.015800,0.016800,0.005454,0.015719,,0.023796,0.005728,-0.021916,0.037422,0.000765,0.005553,,,,0.030390,-1.847600,,,-0.018867,-0.039495,,,-0.248000,0.048738,0.016335,0.401917,0.102992,0.956750,0.886584,-2.257174,0.025336,,,,1.070281,,0.288998,-0.683342,
19804,135.76,6.1600,14.8200,0.095070,0.082333,0.1321,0.1514,0.1199,0.0181,0.0102,0.1549,0.025675,0.045374,0.043837,0.109163,0.415655,0.891503,-0.035000,0.019300,-0.007834,0.027381,,0.026816,0.007561,-0.016673,0.037736,0.001020,0.015328,,,,0.030073,-1.805088,,,0.009438,0.032791,,,-0.359992,0.046180,0.059787,0.407269,0.111248,0.963826,0.916602,-2.335712,0.028116,,,,1.070281,,0.284604,-0.278016,
19811,136.00,6.2800,14.5800,0.014378,0.002135,0.1333,0.1534,0.1248,-0.0182,-0.0097,0.1336,0.038725,0.046176,0.047840,0.107206,0.430727,0.924921,-0.008800,0.020100,0.008512,0.025492,,0.027939,0.005204,-0.018374,0.038018,0.000449,0.004209,,,,0.031069,-1.757784,,,-0.003224,0.000000,,,-0.771293,0.011287,0.094171,0.393878,0.098164,0.988820,0.954521,-2.356283,0.029614,,,,1.070281,,0.246866,-0.829492,
19812,131.21,6.3900,15.0100,-0.021945,-0.033988,0.1375,0.1580,0.1304,-0.0109,-0.0197,0.1473,0.033400,0.048701,0.048194,0.114397,0.425716,0.950475,-0.016900,0.020500,-0.008876,0.023729,,0.027893,0.002749,-0.013314,0.038294,-0.000057,-0.010661,,,,0.029123,-1.790162,,,-0.003818,-0.003077,,,-0.735076,0.004356,0.027891,0.415783,0.016516,0.953938,0.928858,-2.294451,0.035876,,,,-1.327705,,0.150536,-0.904226,
19813,116.18,6.5200,15.2700,-0.102563,-0.114592,0.1549,0.1692,0.1482,-0.0860,-0.0889,0.1470,0.036825,0.056120,0.053099,0.131434,0.426981,1.092379,0.001200,0.014300,-0.002930,0.028698,,0.021483,0.005689,-0.024330,0.038669,-0.000542,-0.014450,,,,0.028108,-1.749339,,,-0.010751,0.000000,,,-0.614744,0.004220,0.062642,0.438641,0.023095,0.830018,0.808196,-2.171791,0.030482,,,,-2.667391,,0.287651,-1.330958,
19814,122.55,6.6300,15.3600,0.068509,0.054047,0.1423,0.1655,0.1334,0.1475,0.1166,0.1085,0.036750,0.054100,0.052473,0.125337,0.431641,1.061143,0.024900,0.023200,-0.030844,0.008584,,0.011910,0.004488,-0.018654,0.039035,-0.001279,-0.020006,,,,0.028654,-1.560065,,,-0.048325,0.000000,,,-0.771780,-0.042076,0.038265,0.460779,0.075877,0.854450,0.831986,-2.205321,0.019431,,,,-2.667391,,0.227757,-0.813527,3.863813
19821,111.96,6.7200,14.8100,-0.071395,-0.085130,0.1458,0.1682,0.1387,0.0465,0.0490,0.1268,0.027125,0.060021,0.059411,0.132279,0.453747,1.185751,0.011900,0.022400,0.002533,0.005319,,0.005548,0.006235,-0.013718,0.037691,-0.001889,-0.032402,,,,0.027665,-1.582304,,,-0.062759,-0.031864,,,-0.521321,0.013740,0.006974,0.461747,0.050938,0.803447,0.782324,-2.152638,0.023995,,,,-2.667391,,0.250378,-0.960179,2.864128
19822,109.61,6.8100,14.1700,-0.005131,-0.020275,0.1481,0.1692,0.1412,0.0176,0.0096,0.1247,0.031700,0.062129,0.060869,0.129277,0.480593,1.201581,0.016500,0.021100,-0.008055,0.026455,,0.001213,0.003592,-0.012531,0.036058,-0.002178,-0.037570,,,,0.027626,-1.522959,,,-0.088415,0.000000,,,-0.273283,-0.044384,0.029784,0.477303,0.084573,0.846475,0.772017,-2.179458,0.022588,,,,-2.667391,,0.234484,-0.626994,3.660741
19823,120.42,6.8500,13.5600,0.116224,0.100443,0.1294,0.1563,0.1183,0.2021,0.2134,0.0792,0.031175,0.056884,0.057317,0.112606,0.505162,1.088536,0.039100,0.026900,0.011303,0.009278,,0.000551,0.009506,-0.006801,0.034638,-0.001863,-0.040157,,,,0.027463,-1.678611,,,-0.110634,0.010938,,,-0.279652,-0.019400,0.017141,0.445783,0.091791,0.958771,0.852192,-2.300221,0.025603,,,,-0.268388,,0.350190,-0.549391,3.513929
19824,140.64,6.8700,12.6400,0.184437,0.169887,0.1183,0.1414,0.1095,0.0964,0.1094,0.0794,0.019800,0.048848,0.049589,0.089875,0.543513,0.932215,0.030100,0.023100,0.013020,-0.003064,,0.002990,0.014108,0.005272,0.033716,-0.001346,-0.039183,,,,0.027946,-1.785011,,,-0.137711,-0.023591,,,-0.197609,0.046162,0.043343,0.444334,0.077324,0.977572,0.977572,-2.509544,0.022767,,,,1.070281,,0.378474,-0.145897,3.819152
19831,152.96,6.9100,12.4200,0.099601,0.086636,0.1173,0.1361,0.1083,0.0072,0.0404,0.0835,0.019850,0.045175,0.046670,0.081198,0.556361,0.780068,0.024800,0.018800,0.033213,0.003074,,0.005994,0.006764,0.012795,0.032925,-0.001215,-0.035375,,,,0.027827,-1.761516,,,-0.124253,-0.005042,,,-0.183660,0.008557,0.063448,0.450000,0.057372,0.986151,0.986151,-2.610804,0.025206,,,,1.070281,,0.261999,-0.439064,4.877546
19832,168.11,6.9400,12.5900,0.109145,0.097450,0.1174,0.1337,0.1119,-0.0011,0.0159,0.0879,0.020875,0.041282,0.042737,0.074891,0.551231,0.721382,0.024000,0.016300,0.017000,0.016343,,0.015827,0.003908,0.016266,0.033120,-0.000828,-0.018776,,,,0.027724,-1.855997,,,-0.106553,0.034653,,,-0.146728,0.041272,0.063444,0.422411,0.037125,0.978899,0.978899,-2.694723,0.031340,,,,1.070281,,0.202611,-0.324853,4.525967
19833,166.07,7.0000,13.3000,-0.001988,-0.012556,0.1237,0.1355,0.1157,0.0014,-0.0030,0.0900,0.021975,0.042151,0.042579,0.080087,0.526316,0.714848,0.025700,0.011800,-0.004469,0.012060,,0.023178,0.004719,0.028767,0.034237,-0.001828,-0.012298,,,,0.028669,-1.745035,,,-0.072632,-0.037915,,,0.087922,0.039947,0.030089,0.455737,0.066958,0.978077,0.978077,-2.634844,0.029593,,,,1.070281,,0.250100,-0.504969,4.357615
19834,164.93,7.0900,14.0300,0.004616,-0.006307,0.1257,0.1375,0.1197,-0.0011,0.0083,0.0900,0.022500,0.042988,0.042608,0.085066,0.505346,0.700359,0.029700,0.011800,0.009396,0.005958,,0.027057,0.002480,0.021623,0.035974,-0.001694,-0.017640,,,,0.028631,-1.687541,,,-0.062312,0.001013,,,0.086019,0.022040,0.036427,0.475040,0.096557,0.977812,0.977812,-2.576133,0.019484,,,,0.825204,,0.155324,-0.356159,3.516526
19841,159.18,7.1800,15.2600,-0.021158,-0.031841,0.1257,0.1399,0.1253,-0.0095,-0.0144,0.0952,0.022500,0.045106,0.045715,0.095866,0.470511,0.762475,0.030100,0.014200,-0.004853,0.012833,,0.024105,0.004169,0.013821,0.036715,-0.002008,-0.028356,,,,0.029522,-1.647717,,,-0.040307,0.005879,,,0.217557,0.096053,0.019182,0.462273,0.073616,0.904980,0.904980,-2.460982,0.021586,,,,-2.430475,,0.230255,-0.786747,3.195315
19842,153.18,7.3100,16.2000,-0.024845,-0.036939,0.1355,0.1505,0.1374,-0.0475,-0.0364,0.0987,0.023800,0.047722,0.048555,0.105758,0.451235,0.784352,0.038700,0.015000,0.011035,0.010721,,0.001304,0.003644,0.013914,0.037982,-0.001879,-0.029818,,,,0.030222,-1.606385,,,-0.032380,-0.035656,,,0.208030,-0.003708,0.074962,0.478795,0.087248,0.879739,0.879739,-2.373764,0.027569,,,,-2.161326,,0.231938,-0.781800,3.121487
19843,166.10,7.3800,16.5600,0.097055,0.084875,0.1266,0.1435,0.1235,0.1353,0.1254,0.1037,0.024675,0.044431,0.044276,0.099699,0.445652,0.736051,0.019800,0.016900,-0.009927,0.012536,,-0.009493,0.004936,0.014352,0.038646,-0.001408,-0.023267,,,,0.030837,-1.583777,,,-0.038054,0.011945,,,0.262841,-0.000350,0.020524,0.481540,0.112918,0.937469,0.937469,-2.423561,0.027592,,,,0.544722,,0.258100,-0.612911,3.077131
19844,167.24,7.5300,16.6400,0.018846,0.006784,0.1213,0.1340,0.1170,0.0783,0.0934,0.0806,0.025925,0.045025,0.046033,0.099498,0.452524,0.733098,0.036400,0.012700,0.015146,0.002857,,-0.027197,0.003502,0.012862,0.039022,-0.001128,-0.016373,,,,0.031679,-1.507392,,,-0.041509,-0.032967,,,0.444565,-0.014369,0.098569,0.503927,0.105557,0.941654,0.941245,-2.416475,0.017086,,,,-0.504039,,0.255040,-0.047297,3.029783
