yyyy,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
1964,84.75,2.50,4.55,0.166793,0.131852,0.0444,0.0481,0.0423,0.0351,0.0477,0.0384,0.035642,0.029499,0.029614,0.053687,0.549451,0.487227,0.003900,0.003700,0.012606,0.009709,0.221466,0.023095,0.002795,-0.003204,0.037453,-0.002381,-0.006571,,,,0.044189,-1.645959,-0.730147,,0.013411,0.000000,,,,0.033797,0.054740,0.462713,0.214034,0.980285,0.980285,-2.965528,0.020085,,0.006591,0.015151,1.070281,-0.255501,0.108992,,
1965,92.43,2.72,5.19,0.126104,0.092225,0.0468,0.0502,0.0450,0.0070,-0.0046,0.0438,0.039291,0.029428,0.029691,0.056151,0.524085,0.430638,0.001200,0.003400,-0.011587,0.019231,0.142071,0.020838,0.004589,-0.008806,0.042051,-0.000813,0.017255,,,,0.044770,-1.899196,0.868010,,0.067968,0.000000,-0.052552,0.186256,-0.456898,0.057770,0.067225,0.417588,0.080171,1.000000,1.000000,-2.924882,0.032153,,0.019871,0.020232,1.070281,-0.252027,0.066459,,
1966,80.33,2.87,5.55,-0.101956,-0.132076,0.0539,0.0618,0.0455,0.0365,0.0020,0.0496,0.047937,0.035728,0.035674,0.069090,0.517117,0.576945,-0.004100,0.007900,-0.034497,0.034591,0.139047,0.017208,0.013935,-0.016587,0.042055,-0.000050,0.049703,,,,0.044593,-1.811669,-0.977792,,0.093955,0.000000,-0.045315,0.156942,-0.224246,0.013740,0.038156,0.390963,0.153618,0.789519,0.789519,-2.719610,0.024735,,0.003613,0.009555,-2.667391,-0.246076,0.214369,,
1967,96.47,2.92,5.33,0.239615,0.201048,0.0619,0.0693,0.0556,-0.0918,-0.0495,0.0497,0.043643,0.030268,0.031064,0.055250,0.547842,0.525792,0.005900,0.007400,0.042259,0.030395,0.114687,0.014361,0.006989,-0.029634,0.039525,0.002952,0.039684,,,,0.041866,-2.006846,-0.181226,,0.093325,0.000000,-0.065128,0.162243,-0.016798,0.048480,0.054797,0.308394,0.014280,0.959738,0.909521,-2.951316,0.040508,,0.004275,0.026759,1.070281,-0.246547,0.121142,,
1968,103.86,3.07,5.76,0.108266,0.074332,0.0645,0.0723,0.0598,-0.0026,0.0257,0.0596,0.053152,0.029559,0.028329,0.055459,0.532986,0.504901,0.000200,0.007800,0.028313,0.047198,0.208641,0.031961,0.007399,-0.032203,0.039522,0.002348,0.060934,,,,0.040013,-2.216021,-0.771567,,0.101912,0.000000,-0.074575,0.171312,-0.099073,0.023482,0.034773,0.302431,0.111248,0.957918,0.948349,-2.950658,0.029045,,0.005010,0.015185,1.070281,-0.242467,0.075520,,
1969,92.06,3.16,5.78,-0.083187,-0.113055,0.0772,0.0865,0.0687,-0.0507,-0.0809,0.0782,0.065314,0.034325,0.033685,0.062785,0.546713,0.651082,-0.009500,0.009300,-0.030168,0.061972,0.313951,0.034274,0.010015,-0.031939,0.039303,0.000822,0.063171,,,,0.034471,-1.971086,0.970507,,0.084085,0.000000,-0.053681,0.146267,-0.180334,-0.013518,0.055248,0.309228,0.190080,0.826093,0.804261,-2.841752,0.032806,,0.007756,-0.006268,-2.667391,-0.242574,0.177908,,
1970,92.15,3.14,5.13,0.039871,0.001637,0.0764,0.0912,0.0648,0.1210,0.1837,0.0487,0.069880,0.034075,0.036009,0.055670,0.612086,0.646426,0.016100,0.014800,0.062692,0.055703,0.222884,0.031462,0.023043,-0.042255,0.035649,0.001513,0.038668,,,,0.033194,-1.835202,-0.528279,,0.011413,0.062305,-0.036352,0.119822,0.194670,0.014812,0.022018,0.327495,0.241287,0.996342,0.843009,-2.950253,0.028295,,0.003604,-0.021618,1.070281,-0.240815,0.178821,,
1971,102.09,3.07,5.70,0.144510,0.109119,0.0725,0.0838,0.0597,0.1324,0.1101,0.0401,0.044959,0.030072,0.032663,0.055833,0.538596,0.643900,0.019600,0.011300,-0.022241,0.032663,0.287447,0.034023,0.010462,-0.055290,0.035801,0.002254,0.005501,,,,0.030931,-1.880437,0.878966,,0.026830,0.000000,-0.052813,0.140917,-0.260134,0.009137,0.047661,0.353345,0.169348,0.936245,0.894539,-2.942997,0.029720,,0.009921,0.023178,-1.352914,-0.246881,0.244042,,
1972,118.05,3.15,6.42,0.191171,0.157629,0.0708,0.0793,0.0599,0.0568,0.0726,0.0507,0.041401,0.026684,0.026999,0.054384,0.490654,0.595675,0.009200,0.008500,0.015773,0.034063,0.311295,0.034203,0.006362,-0.048241,0.038139,0.000311,0.048819,,,,0.030320,-1.766004,0.419596,,0.102106,0.000000,-0.044883,0.139059,-0.668543,0.055676,0.055137,0.373903,0.187903,0.984319,0.984319,-2.973350,0.024382,,0.015514,0.034593,1.070281,-0.247555,0.170034,,
1973,97.55,3.38,8.16,-0.147966,-0.174879,0.0768,0.0848,0.0726,-0.0111,0.0114,0.0745,0.068263,0.034649,0.035223,0.083649,0.414216,0.755588,-0.001900,0.008000,0.022499,0.087059,0.333084,0.013007,0.025069,-0.058948,0.039821,-0.000640,0.037373,,,,0.029542,-1.840513,0.679342,,0.116892,0.190252,-0.027606,0.133385,-0.665398,0.062420,0.031604,0.394341,0.110016,0.809033,0.809033,-2.546347,0.048142,,-0.000967,0.015003,-2.667391,-0.245218,0.339224,0.067761,
1974,68.56,3.60,8.89,-0.264262,-0.296619,0.0889,0.1063,0.0760,0.0434,-0.0306,0.0715,0.080761,0.052509,0.051451,0.129667,0.404949,1.120018,0.004500,0.017400,-0.074044,0.123377,0.163064,0.008772,0.048043,-0.047780,0.036229,-0.000830,-0.009426,,,,0.028993,-1.434179,-1.256427,,-0.004451,0.010682,-0.004045,0.104947,-0.128378,-0.054358,0.056036,0.445862,0.119522,0.691115,0.585947,-2.114452,0.034625,,-0.000171,-0.039898,-2.667391,-0.242077,0.394295,-1.129175,
1975,90.19,3.68,7.96,0.369625,0.313659,0.0879,0.1056,0.0805,0.0919,0.1464,0.0544,0.062403,0.040803,0.040333,0.088258,0.462312,0.876339,0.026100,0.017700,0.054574,0.069364,0.202600,0.023712,0.024263,-0.046257,0.032916,-0.000465,-0.003010,,,,0.030733,-1.449344,-0.890063,,-0.027525,-0.008895,-0.060229,0.144267,-0.623483,-0.025556,-0.029856,0.469140,-0.072818,0.966659,0.810507,-2.504451,0.019802,,0.007101,0.021751,0.825204,-0.241917,0.299889,-0.845477,
1976,107.46,4.05,9.91,0.239160,0.191175,0.0798,0.0912,0.0721,0.1676,0.1865,0.0435,0.053360,0.037688,0.039667,0.092220,0.408678,0.779973,0.028600,0.011400,0.018824,0.048649,0.207928,0.028567,0.012467,-0.036061,0.034312,-0.001123,0.018654,,,,0.027996,-1.523552,-0.827748,,0.017560,0.005979,-0.044379,0.134484,-0.340043,0.034653,0.044918,0.472058,0.060372,0.990008,0.955263,-2.450017,0.024714,,0.010160,0.018116,-0.504039,-0.241637,0.274458,-1.004201,
